30,1,639,1600095525000,639,1161,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
127,1,557,1611505689000,557,1243,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
235,1,311,1656787688000,311,1489,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
63,1,281,1632650850000,281,1519,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
59,1,244,1571688044000,244,1556,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
517,1,221,1600669625000,221,1579,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
154,1,184,1588435371000,184,1616,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
266,1,161,1578329218000,161,1639,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
79,1,155,1600881385000,155,1645,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
1,1,155,1611504543000,155,1645,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
4,1,154,1570991703000,154,1646,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
432,1,153,1611513663000,153,1647,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
32,1,151,1632645247000,151,1649,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
76,1,142,1611515216000,142,1658,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
420,1,138,1577553740000,138,1662,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
84,1,138,1568123807000,138,1662,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
20,1,134,1643036295000,134,1666,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
55,1,131,1558631982000,131,1669,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
26,1,117,1588433220000,117,1683,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
7,1,115,1642263190000,115,1685,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
83,1,112,1579121054000,112,1688,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
37,1,108,1554921917000,108,1692,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
31,1,105,1611506987000,105,1695,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
134,1,101,1610193816000,101,1699,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
43,1,99,1611509162000,99,1701,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
106,1,98,1558640737000,98,1702,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
119,1,74,1600666253000,74,1726,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
2,1,67,1555005205000,67,1733,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
