18,5,84886,1656951884000,63286,0,True,2,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
67,5,77784,1656949478000,56184,0,True,2,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
360,4,18733,1656868145000,6133,2867,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
75,4,18313,1652201927000,5713,3287,True,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
81,4,15715,1654448234000,3115,5885,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
29,4,14978,1656605810000,2378,6622,True,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
15,4,13981,1651420542000,1381,7619,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
202,4,13944,1657216142000,1344,7656,True,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
22,4,13074,1643126475000,474,8526,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
45,3,7630,1649263645000,1630,4970,True,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
236,3,6643,1654450192000,643,5957,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
17,3,6409,1653325018000,409,6191,True,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
161,2,5632,1654454662000,3832,368,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
221,2,5217,1649522056000,3417,783,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
21,2,4920,1656954298000,3120,1080,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
157,2,4916,1652463131000,3116,1084,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
145,2,4659,1578327365000,2859,1341,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
16,2,3906,1638016240000,2106,2094,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
54,2,3714,1645988845000,1914,2286,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
99,2,3631,1647017706000,1831,2369,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
25,2,3240,1632653449000,1440,2760,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
350,2,2936,1577551010000,1136,3064,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
39,2,2872,1645897243000,1072,3128,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
131,2,2563,1655739776000,763,3437,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
103,2,2350,1656432670000,550,3650,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
141,2,2125,1557422062000,325,3875,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
51,2,1844,1632154494000,44,4156,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
82,2,1829,1579115399000,29,4171,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
223,1,1655,1647010645000,1655,145,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
101,1,1644,1604653271000,1644,156,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
64,1,1573,1557725062000,1573,227,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
40,1,1437,1570828417000,1437,363,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
429,1,1235,1560367491000,1235,565,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
58,1,1164,1558644607000,1164,636,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
92,1,1112,1554915199000,1112,688,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
11,1,1059,1558708806000,1059,741,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
56,1,1040,1588425371000,1040,760,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
222,1,958,1626273879000,958,842,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
711,1,884,1632647288000,884,916,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
85,1,880,1570996049000,880,920,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
238,1,880,1598190379000,880,920,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
126,1,875,1611512035000,875,925,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
53,1,870,1572200162000,870,930,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
38,1,862,1559575513000,862,938,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
50,1,774,1570993483000,774,1026,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
34,1,767,1572269451000,767,1033,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
13,1,737,1611510295000,737,1063,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
8,1,726,1611502639000,726,1074,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
86,1,717,1652634959000,717,1083,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
201,1,699,1598188849000,699,1101,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
35,1,694,1570829958000,694,1106,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
555,1,693,1600683048000,693,1107,False,0,ptAEiZqqsGyOd9B4Rvo24lxA8rzGm8lQrO-l3pyrmOD3wDE
