individualPosition,gameStarttimeTSamp,同隊-TOP,同隊-JUNGLE,同隊-MIDDLE,同隊-BOTTOM,同隊-UTILITY,敵隊-TOP,敵隊-JUNGLE,敵隊-MIDDLE,敵隊-BOTTOM,敵隊-UTILITY,timePlayed,勝負,擊殺,死亡,助攻,CS,經濟-TOP,經濟-JUNGLE,經濟-MIDDLE,經濟-BOTTOM,經濟-UTILITY,傷害-TOP,傷害-JUNGLE,傷害-MIDDLE,傷害-BOTTOM,傷害-UTILITY,承傷-TOP,承傷-JUNGLE,承傷-MIDDLE,承傷-BOTTOM,承傷-UTILITY,firstBloodKill,firstBloodAssist,controlWardsPlaced,wardsPlaced,visionScore,visionScorePerMinute,wardsKilled,dragonkills,teamId,隊伍擊殺數,隊伍死亡數,teamRiftHeraldKills,teamDragon,teamElderDragonKills,teamBaronKills
MIDDLE,2022/06/09 01:17:30,Sejuani,Graves,Viktor,Kalista,Bard,Kayle,MonkeyKing,Zoe,Aphelios,Renata,1320,True,4,3,3,164,9259,10436,9131,14053,8236,15582,11504,14014,19025,13217,22791,16867,13940,17226,12058,False,False,1,6,16,0.7465702830379983,4,0,100,28,13,1,2,0,1
MIDDLE,2022/06/09 00:40:10,MonkeyKing,Viktor,Lucian,Vayne,Renata,Sejuani,Viego,Zoe,Zeri,Yuumi,1592,False,1,4,4,213,9140,10146,11559,10514,6869,11209,23692,16497,15245,6643,21861,16602,12564,18966,15689,False,False,3,11,36,1.3727543363079675,2,0,100,15,21,1,1,0,0
MIDDLE,2022/06/08 23:59:13,Qiyana,Graves,Viktor,Veigar,Ziggs,Jax,MonkeyKing,Vex,Azir,Nami,2089,False,1,7,6,313,15557,16330,14988,12596,8768,25313,18251,28309,17105,14232,29303,23316,24089,24900,20463,False,False,5,10,39,1.1326965475301867,8,0,200,22,39,0,2,0,0
MIDDLE,2022/06/08 23:16:19,Graves,Kindred,Viktor,Ezreal,Bard,Akshan,LeeSin,Ryze,Kalista,Renata,1824,True,7,0,11,297,10618,10354,16233,14572,6745,15953,11960,32083,24040,5484,24487,21444,8400,16310,22776,False,False,3,12,38,1.2677903880290562,9,0,100,20,16,1,2,0,0
MIDDLE,2022/06/08 01:11:58,Vladimir,MonkeyKing,Ahri,Senna,Poppy,Kayle,Viego,Veigar,Kalista,Renata,1884,False,3,3,9,276,11521,10688,12741,10249,8981,19792,12011,18572,17562,18689,28635,30535,22872,16079,32203,True,False,5,20,48,1.5531812461975048,13,0,200,18,22,1,2,0,0
TOP,2022/06/08 00:13:41,Vayne,Viego,Viktor,Senna,MonkeyKing,Olaf,Volibear,Orianna,Kalista,Bard,2322,True,13,3,3,282,20252,15650,14943,14245,15777,38598,21948,32589,32262,20643,24298,40746,31915,22651,28670,False,False,10,22,50,1.3017997736017588,11,1,200,38,24,1,3,0,2
MIDDLE,2022/06/07 23:21:50,Twitch,Taliyah,Kassadin,Vayne,Renata,Darius,Kindred,Ahri,Xayah,Swain,2062,True,10,5,10,279,20152,12685,16311,12128,9553,48498,31615,24185,17377,12471,28150,33124,36121,23796,26911,False,False,3,3,24,0.7124536754922147,7,0,200,42,32,0,3,0,0
MIDDLE,2022/06/07 22:46:25,Gwen,Graves,Swain,Ezreal,Karma,Yone,Talon,Zoe,Senna,TahmKench,1585,False,4,4,3,195,9489,10356,10885,9106,6968,18293,15688,20808,19132,13494,23699,26043,29209,21669,20610,False,False,1,7,16,0.6236693621599699,3,0,100,12,34,0,1,0,0
TOP,2022/06/07 15:53:19,Kennen,Taliyah,Yone,Twitch,Rakan,Jax,Graves,Ahri,Xayah,Karma,1285,True,4,1,8,167,10704,11033,8410,10945,6239,15555,15046,8220,15892,4022,10724,14894,16165,14113,14204,False,False,2,9,30,1.420234804887766,5,0,100,24,17,1,1,0,0
MIDDLE,2022/06/07 15:19:06,Jax,MonkeyKing,Taliyah,Seraphine,Senna,Olaf,Viego,Swain,Ezreal,Karma,912,True,4,2,7,113,5154,6878,6605,6942,7573,7036,6834,10297,6352,10556,8660,13165,7978,5450,6402,False,False,2,4,7,0.5126909868332759,0,0,100,19,7,2,1,0,0
MIDDLE,2022/06/07 14:24:57,Gnar,Qiyana,Nautilus,Ezreal,Taliyah,Darius,Viego,Zoe,Jhin,Karma,1817,True,8,8,8,210,15052,14644,8038,16007,14641,14957,17861,6171,25832,32169,23756,29800,23773,21773,22802,False,False,2,5,24,0.8156984858686106,8,0,200,25,34,0,3,0,2
TOP,2022/06/07 13:48:26,Gangplank,Viego,Kassadin,Kaisa,Bard,Gwen,MonkeyKing,TwistedFate,Lucian,Nami,1747,False,4,2,9,221,12724,11331,14306,12090,7988,29932,8734,23376,19269,10606,25018,24485,29215,20091,18594,False,False,5,8,31,1.0742041736260528,5,0,100,27,27,2,2,0,0
MIDDLE,2022/06/07 13:08:19,Rumble,MonkeyKing,TwistedFate,Kalista,Nautilus,Gangplank,Graves,Taliyah,Ezreal,Leona,1624,False,3,6,7,221,9428,12082,12958,10410,6859,13041,17291,15544,11310,5844,18470,35420,25343,18966,20500,False,False,1,8,15,0.5848257032390651,5,0,200,22,36,0,0,0,0
MIDDLE,2022/06/07 01:12:57,Gwen,MonkeyKing,Taliyah,Ezreal,Rakan,Gangplank,Viego,TwistedFate,Draven,Nautilus,1407,True,3,4,7,192,12863,10437,9781,14400,6410,22172,12471,14108,17607,4711,21812,21709,14246,14135,10564,False,False,1,8,23,0.9828157912700424,2,0,100,29,20,2,2,0,1
MIDDLE,2022/06/07 00:34:23,Nasus,Viego,Sylas,Draven,Nautilus,Graves,MonkeyKing,Viktor,Samira,Alistar,1273,True,10,1,6,194,10240,10409,12955,11685,6826,9125,13265,20564,17748,6619,20183,20378,21970,10338,12511,False,False,1,4,24,1.1501470079930034,6,0,200,31,11,2,3,0,1
MIDDLE,2022/06/06 23:59:13,Gwen,Nocturne,Taliyah,Lucian,Yuumi,Gnar,Viego,Zoe,Senna,TahmKench,1579,False,6,4,6,183,10863,9843,11841,8118,6186,12700,10230,29322,17554,6015,25529,28952,19883,17103,9596,False,False,1,8,25,0.9859402290344048,2,0,200,15,24,1,0,0,0
MIDDLE,2022/06/06 23:30:21,Rumble,Taliyah,Tristana,Samira,Nautilus,Olaf,Viego,Ahri,Lucian,Nami,1375,False,6,6,2,189,7544,9912,11820,7433,5312,12332,13288,15269,7031,4687,13160,17315,19689,14968,12330,True,False,2,16,31,1.3795600156469174,7,0,100,17,27,2,0,0,0
MIDDLE,2022/06/06 23:01:02,Olaf,Kindred,Taliyah,Pyke,Veigar,Graves,Viego,Zoe,Senna,TahmKench,1460,True,9,5,8,176,11407,9487,12583,8833,12934,16868,16656,21865,8332,24222,18748,22068,14054,17043,15460,False,False,2,7,11,0.4589431596296203,3,0,200,28,24,1,1,0,1
JUNGLE,2022/06/06 15:55:38,Gangplank,Diana,Yone,Ezreal,Karma,Gwen,Viego,Renekton,KogMaw,Rakan,919,True,5,2,4,31,6406,7942,9360,6600,6025,11838,8713,13201,6366,7679,11329,12587,8656,6944,4887,False,False,5,8,17,1.1167368252947325,2,0,100,22,10,1,0,0,0
JUNGLE,2022/06/06 15:10:39,Gangplank,MonkeyKing,Zoe,Lucian,Nami,Kennen,Talon,Swain,Kaisa,Nautilus,1704,False,3,5,3,55,11667,9776,10280,12868,7340,18426,19363,25957,27509,6593,35919,35848,23304,26376,20238,False,False,7,11,38,1.3553950988660464,7,1,100,20,38,0,1,0,0
MIDDLE,2022/06/05 20:52:31,Renekton,Nidalee,Singed,Samira,Nautilus,Rumble,Kindred,Orianna,TahmKench,Senna,1510,False,6,5,8,155,12494,9028,10509,10997,5674,19975,16105,15629,17107,6166,35664,29431,24772,22944,20501,True,False,4,9,25,0.9955126348090848,2,0,200,27,37,1,1,0,0
Invalid,2022/06/05 15:53:26,Riven,Sylas,Irelia,LeeSin,Vladimir,TwistedFate,Leblanc,Lucian,Jayce,Nautilus,1115,False,8,9,4,108,15125,15898,15359,14730,11974,16556,19786,19965,18499,13192,24854,34418,30536,20079,23948,False,False,NULL,21,26,NULL,0,0,200,28,50,NULL,0,NULL,NULL
JUNGLE,2022/05/29 01:48:57,Akali,Nocturne,Ryze,Kalista,Taric,Gwen,Volibear,Ahri,Vayne,Blitzcrank,1329,False,5,1,3,24,8846,9020,8199,7438,4511,14290,14864,11633,10347,1782,18446,18602,18331,12302,15368,True,False,5,9,24,1.112940935870865,4,0,200,13,29,0,0,0,0
MIDDLE,2022/05/28 01:22:55,Jayce,Graves,Galio,Kalista,Vi,Renekton,Poppy,Zoe,Twitch,Leona,1734,True,2,3,13,176,11788,15322,10145,17709,7766,21092,31030,16860,29585,8090,18055,21123,20333,15780,21755,False,False,8,18,34,1.1771447016840013,3,0,100,30,17,2,3,0,1
BOTTOM,2022/05/28 00:41:14,Gwen,Graves,Irelia,Ezreal,Yuumi,Fiora,Nidalee,Zed,Kalista,Renata,1694,False,8,7,5,189,10572,10608,10062,13874,7089,15583,17707,8280,34931,11037,29192,27071,20083,26955,13326,False,False,7,15,36,1.2824807963784643,11,0,200,17,37,1,2,0,0
MIDDLE,2022/05/28 00:01:30,Gwen,Ezreal,Tristana,Viego,Rakan,Gangplank,Khazix,Ryze,Kalista,Alistar,1794,False,4,8,5,198,15012,9362,13727,12438,8285,32526,22995,25058,22045,8021,35614,28681,25245,40955,20381,False,False,5,27,55,1.8635754758013177,13,0,200,26,41,2,0,0,1
MIDDLE,2022/05/27 23:10:22,Gragas,Viego,Ahri,Samira,Nautilus,Sett,Rakan,Swain,Xayah,Graves,1364,True,8,1,12,186,8835,12033,11580,15863,7304,14599,19520,18918,22266,5522,26873,26176,11873,15623,13955,False,False,4,13,30,1.3385012769953066,5,0,200,37,13,1,2,0,1
MIDDLE,2022/05/27 21:22:17,Poppy,Graves,Xerath,Twitch,Yuumi,MonkeyKing,Volibear,Orianna,Samira,Nautilus,196,False,0,0,0,11,677,1159,944,726,815,0,0,803,397,278,0,1212,1013,1051,659,False,False,0,0,0,0,0,0,200,0,2,0,0,0,0
MIDDLE,2022/05/27 00:33:51,Graves,Nidalee,Yone,Samira,Nautilus,Ahri,Viego,Qiyana,Jhin,Alistar,1862,False,1,3,2,257,12374,12965,11574,16155,8183,18965,22005,9817,28716,9093,21555,32030,19070,25017,20543,False,False,7,10,41,1.3248709649219965,14,0,100,27,31,2,2,0,0
MIDDLE,2022/05/26 23:55:58,Graves,Kindred,Zoe,Ezreal,Braum,Malphite,LeeSin,Ahri,Vayne,Karma,1926,False,4,4,5,194,13344,14309,12772,12780,8691,15377,13912,26309,27624,5018,18885,25271,16372,21918,23488,False,False,3,21,48,1.5071195105443755,9,0,200,20,25,1,0,0,2
MIDDLE,2022/05/26 01:09:27,Sejuani,Viego,Leblanc,Samira,Nautilus,Jax,MonkeyKing,Ahri,KogMaw,Renata,1199,True,9,1,6,172,9791,8461,11685,10954,7164,11706,4549,17025,14800,5546,14898,12140,12938,13026,7919,True,False,2,7,16,0.8226822393493567,1,0,200,32,7,2,3,0,0
Invalid,2022/05/26 00:40:55,Sett,Ornn,Vayne,Veigar,Evelynn,Skarner,Xerath,Blitzcrank,Velkoz,KogMaw,1134,False,4,10,4,80,14605,14036,13135,17432,11519,17008,19899,9701,34769,9383,31966,30931,23191,26920,21375,False,True,NULL,23,35,NULL,0,1,200,28,54,NULL,1,NULL,NULL
MIDDLE,2022/05/25 16:38:48,Fiora,Qiyana,Orianna,Kalista,Alistar,Aatrox,Shyvana,Sylas,Senna,TahmKench,1934,True,6,3,7,273,16173,13226,15237,15792,8139,34579,20881,32264,30841,6287,38105,27322,18772,23159,23748,False,False,11,22,45,1.424438632085424,8,0,100,27,18,2,3,0,1
MIDDLE,2022/05/25 15:39:24,Azir,Graves,Zoe,Senna,TahmKench,Volibear,MonkeyKing,Sylas,Ezreal,Karma,2063,True,7,3,8,254,15209,17050,16635,11115,11062,28581,30272,34295,19836,10106,25407,28793,16633,18765,40998,False,False,3,26,84,2.468597978959609,10,0,100,21,19,2,2,0,2
BOTTOM,2022/05/24 02:27:25,Cassiopeia,Ezreal,Qiyana,Rakan,Nidalee,Jax,LeeSin,Zoe,Kaisa,Nautilus,1660,True,7,6,15,185,11692,14409,13659,8800,14826,12751,33611,18908,6331,23097,18401,15787,15839,14907,25616,False,False,4,13,36,1.334512947911245,9,0,200,36,29,0,4,0,2
MIDDLE,2022/05/24 01:07:55,Graves,Nocturne,Zoe,Lucian,Leona,Gwen,Viego,Syndra,Zeri,Gragas,1565,False,3,2,5,247,9726,9205,11358,12326,6266,20419,10336,18742,20755,4510,22202,27802,13348,14985,17572,False,False,1,9,29,1.1396967531217637,4,0,100,20,28,2,0,0,0
MIDDLE,2022/05/24 00:27:00,Fiora,MonkeyKing,Zoe,Zeri,Renata,Gwen,RekSai,Leblanc,Kalista,Nautilus,1493,True,3,4,14,173,10009,14348,11789,10066,7456,17632,22546,21818,12081,7154,22625,22004,10207,15016,11567,False,False,4,16,28,1.1536869727566017,3,0,200,30,20,2,2,0,1
JUNGLE,2022/05/23 14:07:48,Riven,Diana,Yone,Senna,Chogath,Quinn,Aphelios,Zoe,LeeSin,Lulu,1636,True,14,3,14,44,12637,14918,14822,11023,12022,20887,29466,13659,13473,16814,25857,22453,17208,16611,26687,False,False,6,7,41,1.5157321615093031,7,0,100,44,23,1,2,0,2
MIDDLE,2022/05/23 13:26:00,Irelia,Rell,Zoe,Samira,Udyr,Graves,Diana,Yasuo,Kalista,Gragas,925,False,3,4,2,104,5205,3487,5747,5853,5037,7787,3716,5492,9160,4594,14115,7577,7874,10110,12072,False,False,2,8,11,0.7178586166335506,1,0,200,9,24,1,1,0,0
MIDDLE,2022/05/23 12:47:39,Ornn,Karma,Zoe,Kalista,RekSai,Rumble,Ekko,Yone,Senna,TahmKench,1633,False,1,3,2,224,9612,6168,10245,9311,10276,9886,9700,16987,9721,13510,25974,17086,15064,16694,17483,False,False,2,4,23,0.8503925396961473,6,0,100,10,30,0,1,0,1
MIDDLE,2022/05/23 03:00:22,Camille,RekSai,Zoe,Kalista,Nautilus,MonkeyKing,Graves,Akali,Samira,Rell,1726,True,7,2,12,220,12527,10363,13663,19710,10086,17802,12344,22189,33588,8748,26050,26676,11180,20778,17951,False,False,2,17,54,1.9006566687928221,11,0,100,40,31,1,2,0,1
MIDDLE,2022/05/23 01:37:10,Fiora,MonkeyKing,Zoe,Kalista,Nautilus,Sion,Nidalee,Talon,Xayah,Rakan,1748,False,1,5,5,226,11814,9518,10919,12659,7391,19689,8076,22775,16168,5739,33824,26285,15447,19907,15332,False,False,4,19,40,1.3750868752196372,12,0,100,13,30,2,2,0,0
MIDDLE,2022/05/23 00:46:03,Renekton,Nidalee,Zoe,Lucian,Yuumi,LeeSin,Olaf,Veigar,Xayah,Nami,1725,False,4,9,7,184,15393,10731,12220,11779,7778,16642,12435,18831,13572,7494,27148,35336,22125,18450,8873,False,False,4,22,51,1.7826765513564593,10,0,100,22,35,0,0,0,2
MIDDLE,2022/05/23 00:01:32,MonkeyKing,Graves,Zoe,Ziggs,Pyke,Rumble,Nidalee,Ahri,TahmKench,Senna,1579,True,3,3,7,225,10533,14005,13602,12565,8174,13332,18385,16678,24183,7491,21086,17608,13498,12444,15566,False,False,3,13,20,0.7687877160106592,1,0,200,25,19,1,2,0,1
MIDDLE,2022/05/22 00:14:47,Akali,Khazix,Zoe,Lucian,Nami,Jax,Graves,Vex,Samira,Nautilus,2099,False,11,5,4,248,12969,16038,16926,13488,10122,30860,29141,28615,19029,12128,29776,43910,17845,25817,12228,False,False,8,20,44,1.26463043773819,7,0,100,37,37,2,1,0,1
MIDDLE,2022/05/21 22:55:10,Jayce,Talon,Zoe,Jhin,Nautilus,Gragas,Graves,Ahri,Ezreal,Karma,1478,False,2,9,5,186,9429,10099,9791,12616,7021,14273,10619,16671,16374,6758,19605,22644,23244,20392,23066,False,False,3,15,39,1.5863210814305124,6,0,200,19,41,0,1,0,0
MIDDLE,2022/05/21 15:11:58,Lucian,Graves,Ahri,Kaisa,Alistar,Irelia,MonkeyKing,Orianna,Samira,Nautilus,1775,True,14,2,12,224,12791,14355,16490,13667,7858,15215,21039,30802,11336,8681,16527,23026,14661,13980,19824,False,False,3,19,47,1.617212170040283,10,0,100,34,19,1,2,0,1
JUNGLE,2022/05/21 14:33:07,Vayne,LeeSin,Sylas,Kalista,Renata,Riven,Graves,Ahri,Ezreal,Bard,1357,False,2,6,2,17,9315,7347,7023,9380,5063,13633,7157,12577,8587,5790,16536,18065,23435,13021,13388,False,False,10,17,16,0.7497454286231788,1,0,100,8,32,0,0,0,0
MIDDLE,2022/05/21 01:43:23,Lulu,Kindred,Ahri,Kalista,Leona,Rumble,Talon,Poppy,Tristana,Nautilus,1932,False,9,5,7,289,9235,11220,15555,13156,7545,10310,12818,32665,15858,6132,16616,23967,22287,26729,24752,False,False,5,16,36,1.130675374993333,8,0,100,19,35,1,0,0,0
MIDDLE,2022/05/21 01:02:04,Sejuani,MonkeyKing,Ahri,Kalista,Karma,Aatrox,Viego,Orianna,Ziggs,Sett,1784,False,5,3,4,265,9526,10710,12172,10870,6788,15513,14785,19578,6816,9319,33521,27308,16675,18646,13673,False,False,5,15,30,1.0273713163348646,5,0,100,12,30,0,0,0,0
MIDDLE,2022/05/20 19:28:15,Gnar,Talon,Ahri,Jhin,Nautilus,Jayce,LeeSin,Leblanc,Aphelios,Renata,1058,True,6,1,4,164,8817,10118,9847,8205,5474,8568,11204,10878,6702,3387,11148,15720,10905,7588,3308,False,False,2,12,29,1.6469854503436765,6,0,200,24,8,2,2,0,0
UTILITY,2022/05/20 12:22:59,Shyvana,MonkeyKing,Vex,Kaisa,Nautilus,Camille,Graves,Ahri,Kalista,Leona,1278,False,0,5,5,29,8043,7637,7004,6696,4481,11434,5037,9193,8810,3323,14265,17622,12111,13092,9294,False,True,5,18,31,1.467897943934067,7,0,100,9,24,2,0,0,0
Invalid,2022/05/20 00:28:17,Soraka,Tristana,Twitch,MasterYi,Pantheon,Annie,Ziggs,Renekton,Jhin,Quinn,1036,False,17,5,4,112,10773,11157,11765,10343,16909,8288,9803,12910,10843,35480,20792,15801,10870,19210,25172,False,False,NULL,16,25,NULL,0,0,100,33,28,NULL,1,NULL,NULL
MIDDLE,2022/05/19 23:55:36,Volibear,LeeSin,Ahri,Twitch,Lulu,Graves,MonkeyKing,Leblanc,Lucian,Nami,1524,False,7,5,3,216,10002,8054,11269,10940,6652,13262,3715,19907,12925,4857,30291,22483,19778,14775,8870,False,False,3,15,38,1.5157816945291278,9,0,100,15,28,1,2,0,0
MIDDLE,2022/05/19 23:24:18,Rumble,LeeSin,Ahri,Ezreal,Poppy,Gangplank,Talon,Zoe,Kalista,Nautilus,1129,False,0,4,1,144,5884,5742,5529,6781,4652,9216,4587,7150,10197,3756,16212,15274,11191,13022,6115,False,False,4,8,10,0.533775211241715,2,0,200,8,25,0,1,0,0
MIDDLE,2022/05/19 22:42:36,Irelia,Viego,Ahri,Aphelios,Lulu,Gangplank,MonkeyKing,Veigar,Lucian,Yuumi,1894,True,8,2,11,248,13355,14764,14994,14413,9047,15832,23425,23518,17842,6124,30044,34976,16415,12865,11530,False,False,4,18,41,1.3170126231117303,9,0,100,25,23,2,3,0,2
MIDDLE,2022/05/19 22:21:24,Rumble,MonkeyKing,Ahri,Samira,Nautilus,Lulu,Graves,Leblanc,Senna,TahmKench,617,True,3,2,1,71,3546,3277,4267,3064,2143,3690,1295,5182,1328,1178,5534,6959,6202,2211,2284,True,False,1,5,10,1.0024569495172864,1,0,100,5,5,0,0,0,0
MIDDLE,2022/05/19 21:36:09,Gwen,RekSai,Zoe,Ezreal,Renata,Jax,Taliyah,Sett,Kalista,Nautilus,1406,True,3,0,8,207,12721,8321,11356,12630,7014,21757,6993,12306,22174,3271,22340,18682,5569,13694,10536,False,False,5,23,37,1.5974599092834891,8,0,200,27,19,1,3,0,1
MIDDLE,2022/05/19 20:50:23,Renekton,Ahri,Qiyana,Ezreal,Karma,Rumble,MonkeyKing,Sylas,Senna,Rengar,1473,False,7,7,4,169,7428,10582,8378,11365,7242,7789,18281,13984,23490,13116,31360,20825,23599,18118,18817,False,False,3,8,20,0.8160278093803383,4,0,100,20,38,0,0,0,0
MIDDLE,2022/05/19 01:11:32,Poppy,Diana,Ahri,Draven,Pyke,Kennen,Graves,Vex,Twitch,Taric,1518,False,2,6,8,210,7034,11816,9795,10970,7518,9867,18815,13088,14119,5117,24838,24675,19019,15840,14840,False,False,5,10,17,0.6873092496947026,3,0,200,20,33,0,0,0,0
MIDDLE,2022/05/19 00:48:53,Poppy,JarvanIV,Ahri,Kalista,Nautilus,Kennen,Graves,Vex,Draven,Leona,999,False,2,2,1,145,5401,5984,6178,5231,3707,4825,3194,7367,3394,2085,9240,12288,5948,7697,6218,False,False,4,11,12,0.7721666415480076,2,0,200,7,15,1,0,0,0
MIDDLE,2022/05/18 00:42:15,Shyvana,Viego,Zoe,Lucian,Nami,Kennen,LeeSin,Aphelios,Leblanc,Singed,1223,True,13,2,3,155,9368,9039,12756,9828,7350,17640,9101,21698,12393,7771,21999,17293,10412,12947,9907,False,True,2,9,24,1.1877452620220834,3,0,100,35,13,2,1,0,0
MIDDLE,2022/05/18 00:11:11,Gangplank,MonkeyKing,Zoe,Draven,Nami,Shyvana,Graves,Taliyah,Lucian,Renata,1541,False,3,8,7,176,11793,9236,11569,13302,7636,14194,11105,16905,18828,7045,23668,21892,18737,19421,15931,False,False,4,15,25,1.0056251551203101,6,0,200,18,37,1,1,0,0
MIDDLE,2022/05/17 23:42:35,Shyvana,Viego,Zoe,Jhin,Renata,Riven,Karthus,Ezreal,Viktor,Leona,919,True,4,0,0,128,5958,6626,7148,6128,4614,6122,4688,6780,3627,3225,6755,12276,6920,2586,3213,False,False,1,4,11,0.7194416087583975,3,0,100,10,2,1,2,0,0
MIDDLE,2022/05/17 23:03:26,Gwen,Talon,Zoe,Kalista,Nautilus,Riven,RekSai,Ahri,Twitch,Rakan,1543,True,4,3,12,183,12323,13946,10888,15497,8010,12195,20136,16262,18431,6119,18200,25468,11192,12175,11665,False,True,4,17,20,0.7930211753935524,6,0,200,34,20,1,4,0,1
JUNGLE,2022/05/17 15:39:07,Gwen,MonkeyKing,Zoe,Kalista,Sett,Akali,LeeSin,Ahri,Ezreal,Nautilus,911,True,2,1,5,5,5570,6074,8151,9301,4952,4337,5861,9081,7220,3618,6384,11024,4329,7214,7667,False,False,2,5,18,1.203558894802318,0,1,200,15,6,1,1,0,0
MIDDLE,2022/05/17 03:19:23,MonkeyKing,Talon,Zoe,Samira,Blitzcrank,Jayce,Graves,Yone,Kaisa,Rakan,1899,True,8,3,8,231,18324,19308,14962,11433,9455,27975,31711,19940,5610,8666,32750,31535,14268,16059,20013,False,False,3,14,41,1.3093613530781496,7,0,200,43,19,2,3,0,2
MIDDLE,2022/05/17 02:17:38,Camille,Graves,Sylas,Kalista,Nautilus,Jayce,Xerath,MonkeyKing,Samira,Alistar,2875,False,5,11,9,272,19623,19712,17752,28629,12086,29322,34715,36049,47094,11751,57794,43867,54166,36572,37381,False,False,5,10,60,1.2617381553881228,14,0,200,41,44,0,4,0,2
MIDDLE,2022/05/17 01:38:39,Akshan,LeeSin,Zoe,Jhin,Renata,Gangplank,Talon,Syndra,Kalista,Nautilus,1920,False,3,7,8,230,13950,12827,12573,16415,8628,37485,20570,17016,20765,8648,25589,45456,25882,18477,22180,False,False,2,12,32,1.0035621684784544,10,0,200,32,37,1,2,0,1
MIDDLE,2022/05/17 01:03:21,Irelia,LeeSin,Leblanc,Senna,Sett,Tryndamere,Graves,Veigar,Ezreal,Bard,1436,False,8,4,3,168,7945,9567,10573,7763,7493,13927,7491,18360,20162,7762,23052,24888,15749,18451,27040,True,False,4,15,32,1.3396983179879427,5,0,200,20,32,0,2,0,0
MIDDLE,2022/05/14 21:11:46,Riven,Graves,Zoe,Kalista,Renata,Poppy,Viego,Ahri,Tristana,Alistar,922,True,5,0,4,121,5625,6886,7173,6504,5035,4423,6281,9692,5683,2809,6645,8482,4787,3911,2888,False,True,2,6,9,0.6109158525526662,2,0,100,14,5,1,1,0,0
MIDDLE,2022/05/14 20:38:37,Akshan,Viego,Zoe,Seraphine,Rakan,Rumble,Zed,Vex,Lucian,Nami,1622,False,7,8,6,172,13937,12275,11732,9487,8010,20261,12945,19685,15965,5964,21966,23974,19163,15582,23638,False,False,5,13,30,1.1169969237570614,3,0,100,25,38,2,0,0,0
MIDDLE,2022/05/14 19:57:48,Jax,Khazix,Ahri,TahmKench,Jhin,Gwen,Hecarim,Talon,Ezreal,Senna,1430,True,8,2,9,210,9673,11371,12503,6263,9594,9021,12876,21120,4518,8584,10890,19969,11561,12074,7432,True,False,6,10,26,1.0917493654834567,1,0,200,24,11,1,3,0,0
MIDDLE,2022/05/14 02:00:08,Poppy,Graves,Zoe,Lucian,Gragas,Gwen,Talon,Vex,Ezreal,Nami,1230,True,4,1,4,172,8703,10099,8996,7664,5445,14154,8459,11368,5565,7383,11381,11578,8510,7752,11846,False,False,3,10,21,1.0469867217222575,6,0,200,18,11,2,2,0,0
MIDDLE,2022/05/14 00:54:08,Aatrox,Viego,Zoe,Aphelios,Thresh,Gragas,Graves,Ahri,Kaisa,Renata,2032,False,5,6,3,253,9815,12259,13469,14885,7317,10656,12983,21080,22681,2925,26933,29125,21653,17011,14035,False,False,5,27,54,1.601328915448396,7,0,100,12,24,1,3,0,0
MIDDLE,2022/05/14 00:08:16,Akali,MonkeyKing,Yone,Kalista,Rakan,Gwen,Viego,Zoe,Ezreal,Pantheon,1701,True,6,6,11,216,10845,15621,12131,15304,7863,17502,26459,27095,20825,7513,23708,34258,24654,21179,14951,False,False,4,13,17,0.6263587801113991,1,0,200,38,20,1,3,0,0
MIDDLE,2022/05/13 20:39:50,Rumble,Viego,Zoe,Tristana,Alistar,Graves,MonkeyKing,Viktor,Kalista,Nautilus,943,True,6,1,3,138,6171,7661,8380,8867,4398,8715,5400,9468,10514,2721,5400,10861,8247,9446,7008,False,False,3,13,27,1.7217007682877026,5,0,100,21,8,2,0,0,0
UTILITY,2022/05/13 19:53:34,Singed,Gragas,Veigar,Ezreal,Rengar,Volibear,Kayn,Neeko,Vayne,Yuumi,1783,True,4,3,25,57,10286,9996,13584,15563,19828,12680,13673,23555,24518,43790,26328,24030,25150,20711,33576,False,False,10,43,69,2.332019916706947,8,0,100,51,31,2,2,0,1
MIDDLE,2022/05/13 19:20:47,Fiora,Rengar,Leblanc,Samira,Leona,Tryndamere,Diana,MonkeyKing,Xayah,Rakan,912,True,5,2,2,108,8580,5887,7165,7621,3982,7973,6945,10386,6821,2992,8752,16713,9139,7609,7205,False,False,3,6,11,0.7854261251401715,0,0,200,15,12,1,0,0,0
MIDDLE,2022/05/13 18:38:01,Kalista,Graves,Zoe,Kennen,Rakan,Irelia,Viego,Katarina,Ezreal,Karma,1145,True,2,0,5,170,9945,9603,8450,8497,5254,8623,7223,8047,12339,3333,7620,8785,4385,11217,7057,False,False,3,9,11,0.5911290978511033,1,0,200,17,3,2,3,0,0
MIDDLE,2022/05/13 18:04:09,Riven,Karthus,Yone,Kalista,Nautilus,Qiyana,Ekko,Seraphine,Ezreal,Braum,1607,False,1,2,4,216,9531,11899,10033,13807,6692,8320,23748,7292,9969,6087,17290,18573,14124,15924,17939,False,False,4,8,13,0.5174382641145546,2,0,100,15,24,2,1,0,0
MIDDLE,2022/05/12 18:14:57,Fiora,Viego,Zoe,Lucian,Nami,Tryndamere,Graves,Leblanc,Varus,Senna,1299,False,5,5,2,125,6707,8097,7919,8663,5098,14250,10130,13905,8738,3678,17557,18884,13252,14411,10542,False,False,3,9,18,0.8726256633635016,5,0,100,14,27,0,0,0,0
