individualPosition,gameStarttimeTSamp,同隊-TOP,同隊-JUNGLE,同隊-MIDDLE,同隊-BOTTOM,同隊-UTILITY,敵隊-TOP,敵隊-JUNGLE,敵隊-MIDDLE,敵隊-BOTTOM,敵隊-UTILITY,timePlayed,勝負,擊殺,死亡,助攻,CS,經濟-TOP,經濟-JUNGLE,經濟-MIDDLE,經濟-BOTTOM,經濟-UTILITY,傷害-TOP,傷害-JUNGLE,傷害-MIDDLE,傷害-BOTTOM,傷害-UTILITY,承傷-TOP,承傷-JUNGLE,承傷-MIDDLE,承傷-BOTTOM,承傷-UTILITY,firstBloodKill,firstBloodAssist,controlWardsPlaced,wardsPlaced,visionScore,visionScorePerMinute,wardsKilled,dragonkills,teamId,隊伍擊殺數,隊伍死亡數,teamRiftHeraldKills,teamDragon,teamElderDragonKills,teamBaronKills
MIDDLE,2022/06/26 23:45:34,Tryndamere,LeeSin,Lissandra,Jhin,Renata,Qiyana,MonkeyKing,Ahri,Lucian,Nami,1213,True,3,2,3,165,13722,8574,7791,8240,5948,12135,9483,10940,9121,5643,19893,17717,10572,10888,5034,False,False,1,5,15,0.7611004040670827,4,0,100,21,8,2,2,0,0
MIDDLE,2022/06/26 23:24:54,Gnar,Belveth,TwistedFate,Kaisa,Rakan,Vayne,LeeSin,Corki,Zeri,Renata,918,True,3,0,4,120,7927,7096,6623,7206,4196,7456,3283,5860,6334,2728,9908,8588,7745,6841,6346,False,False,2,6,15,1.0178718624985044,4,0,200,14,1,1,1,0,0
MIDDLE,2022/06/26 22:42:07,Ornn,Belveth,TwistedFate,Ezreal,Karma,Rumble,Taliyah,Yone,Jinx,TahmKench,2162,False,5,3,9,281,10754,11967,16036,17851,10351,15704,12231,21779,42717,16750,37514,36783,27776,27011,20663,False,False,2,5,30,0.8556109903971831,7,1,100,22,28,2,2,0,1
MIDDLE,2022/06/26 00:36:41,Gnar,LeeSin,Lissandra,Kalista,Rell,Sylas,Graves,Katarina,Ezreal,Rakan,1755,True,4,4,11,214,11450,11582,12732,19277,8000,13962,16042,18209,40583,7877,19304,25436,23980,26154,22077,False,False,8,12,23,0.8026629708077431,5,0,200,29,20,1,3,0,1
MIDDLE,2022/06/25 00:34:27,Gwen,Nocturne,Lissandra,Lucian,Nami,Gnar,MonkeyKing,Ahri,Xayah,Renata,1486,True,9,0,9,234,10283,8191,12864,11865,8925,14336,9154,22880,22715,8896,23375,23300,16688,17615,9938,False,False,2,6,14,0.5850042999030871,3,0,100,30,14,2,4,0,0
TOP,2022/06/24 23:47:22,Gwen,Viego,Corki,Zeri,Yuumi,Gragas,LeeSin,Leblanc,Sivir,Singed,1898,False,2,6,2,232,11980,12671,15586,12231,8177,15507,25595,39389,24905,10067,37972,46653,26887,28736,19414,False,False,6,12,33,1.0618726185204868,4,0,100,23,50,0,1,0,0
MIDDLE,2022/06/24 23:04:16,Rumble,MonkeyKing,Zeri,Ezreal,Renata,Akali,Taliyah,Garen,Kalista,Nautilus,1364,True,5,1,3,186,10978,6942,10013,11142,5964,16441,3500,10043,15498,7091,9437,19084,7923,8014,14300,False,False,2,10,17,0.7540020531718419,1,0,200,15,9,0,2,0,1
JUNGLE,2022/06/23 01:44:33,LeeSin,Gnar,Leblanc,Aphelios,Renata,Vayne,Taliyah,Jayce,Ziggs,Pyke,2019,True,11,7,12,39,15096,14685,15817,18936,8446,26665,23179,32398,32690,9607,37921,33649,31870,24634,26281,False,False,9,20,52,1.5460705965355348,14,4,200,48,33,1,4,0,1
MIDDLE,2022/06/23 01:07:17,Kayle,Hecarim,Ahri,Kalista,Renata,Gangplank,Taric,Sylas,Ezreal,Karma,1252,True,1,0,2,197,8864,7875,8635,10480,7029,13747,7560,11959,20231,5499,17077,22973,8096,15500,7035,False,False,3,12,29,1.4139292826917216,6,0,200,20,8,2,2,0,0
TOP,2022/06/23 00:37:28,Gnar,Viktor,Viego,Senna,TahmKench,Shyvana,Kindred,Ahri,Ezreal,Nautilus,1375,False,3,5,0,197,10697,9262,7697,7150,7578,12731,13319,9831,7663,5389,18979,13445,20841,10419,20332,False,False,3,10,14,0.6185150183766727,1,0,200,11,22,0,2,0,0
MIDDLE,2022/06/22 22:11:03,Olaf,Qiyana,Zoe,Twitch,Yuumi,Gangplank,Nidalee,Azir,Zeri,Lulu,1342,True,1,2,11,181,12503,12911,9111,12750,8135,20833,21640,10906,23841,8530,24266,20753,11775,16792,9487,False,False,5,21,46,2.0777766306871555,9,0,100,36,12,0,1,0,0
MIDDLE,2022/06/22 21:42:08,Rumble,Belveth,Zoe,Zeri,Nautilus,Gangplank,Talon,Azir,Kalista,Leona,1415,False,2,3,3,181,8879,10901,9591,9494,5684,18012,8066,10502,8896,3422,20776,23892,12779,14753,9527,False,False,2,13,32,1.3572081222073367,5,0,100,13,21,1,1,0,1
TOP,2022/06/22 20:56:52,Gangplank,Talon,Sylas,Kalista,Nautilus,Swain,Viego,Veigar,Senna,TahmKench,1361,False,1,7,3,165,8866,10487,8946,9594,6339,13260,18837,19894,15428,6907,21698,23199,31051,16673,16696,False,False,3,10,20,0.9215657325562769,2,0,200,16,34,0,2,0,0
MIDDLE,2022/06/22 15:37:20,Lulu,Viego,Swain,Draven,Nautilus,Azir,LeeSin,Ahri,Ezreal,Braum,1418,False,1,7,3,174,6352,9570,8104,12954,6654,5592,13573,16988,19614,7230,19925,29288,27942,21996,20855,False,False,4,7,13,0.5774884403455844,3,0,200,15,40,0,1,0,0
TOP,2022/06/22 14:45:16,Gwen,MonkeyKing,Lissandra,Aphelios,TahmKench,Gnar,LeeSin,Ahri,Ezreal,Bard,1836,True,5,4,13,175,13321,11921,14899,16867,8533,29547,19867,23636,30719,9020,36893,35822,21477,22106,27394,False,False,3,9,36,1.176479240608254,9,0,200,27,25,2,3,0,2
MIDDLE,2022/06/22 02:19:34,Aatrox,Zac,Kassadin,Ezreal,Karma,Sejuani,Viego,Corki,Kalista,Nautilus,1795,False,12,3,5,239,15462,10803,14902,10931,7732,29808,20128,34589,22297,8491,39754,44518,35520,19761,15119,False,False,4,7,24,0.8303443191038244,7,0,100,25,32,0,2,0,0
MIDDLE,2022/06/22 01:36:14,Sejuani,MonkeyKing,Azir,TahmKench,Senna,Gangplank,Lillia,Qiyana,Ezreal,Rakan,915,True,3,0,1,134,4696,7086,7036,5444,5761,4561,8596,8147,6179,7327,13048,13162,6006,12359,7987,False,False,0,5,8,0.5686901538472936,1,0,200,15,5,0,1,0,0
TOP,2022/06/22 01:01:45,Vladimir,Viego,Ahri,Draven,Renata,Gangplank,Graves,Galio,Zeri,Nautilus,930,True,1,1,2,133,6437,6652,7909,12164,5616,9757,8901,11127,19189,2672,10700,15534,8815,8820,4516,False,False,1,6,7,0.4859341291873747,0,0,100,24,7,1,1,0,0
MIDDLE,2022/06/21 23:13:06,Gwen,Viego,Akali,Tristana,Renata,Poppy,Nidalee,Yone,Xayah,Karma,1350,False,4,8,1,139,6978,9461,7753,10496,6591,12803,16014,10616,14806,9052,23035,26864,21219,16409,16792,False,False,3,5,19,0.8471974721817057,3,0,200,17,30,0,0,0,0
TOP,2022/06/21 22:40:25,Gwen,Graves,Swain,Kalista,Rakan,Poppy,Viego,Ahri,Lucian,Nautilus,969,True,0,1,0,112,4560,9498,8223,9389,5504,5348,11492,10739,8011,3985,9401,10366,10764,7055,7078,False,False,2,6,14,0.8985636067806108,3,0,100,23,7,1,2,0,0
MIDDLE,2022/06/21 20:55:01,Fiora,Poppy,Akali,Ezreal,Veigar,Qiyana,Nidalee,Kayle,Draven,Nautilus,2154,False,11,8,6,213,16868,11651,15727,18429,12373,24863,14332,27475,35283,23512,45933,39206,32608,26863,30239,False,False,6,9,23,0.666863070547913,8,0,200,31,49,2,1,0,1
MIDDLE,2022/06/21 01:18:24,Fiora,Trundle,Taliyah,Aphelios,Yuumi,Kennen,Rammus,Azir,Zeri,Renata,1139,True,3,1,7,130,10328,9227,7873,7756,5593,15319,8147,9511,11810,4607,19279,17449,9742,10580,5038,False,True,2,8,13,0.7027528785208405,0,0,100,23,11,2,1,0,0
MIDDLE,2022/06/21 00:43:53,Sejuani,Taliyah,Yone,Rengar,Senna,Fiora,Viego,Galio,Zeri,Yuumi,1744,False,6,6,5,222,10969,12927,13607,10084,9282,19705,20768,24918,15183,16751,47297,23502,26490,32421,21991,False,False,6,15,44,1.5194841980086204,5,0,200,21,36,1,1,0,1
MIDDLE,2022/06/21 00:04:15,Vladimir,MonkeyKing,Yone,Senna,TahmKench,Aatrox,Nidalee,Zed,Ezreal,Karma,1635,False,4,5,1,206,10281,9566,9897,7037,8301,15281,13077,18706,14165,7441,21066,28763,24125,20526,21855,False,False,4,8,19,0.7289103177708867,4,0,200,10,23,1,1,0,0
MIDDLE,2022/06/20 22:56:05,Swain,MonkeyKing,Rumble,Ezreal,Yuumi,Jax,Diana,Qiyana,Jinx,Taric,1415,False,3,5,0,184,8866,7156,7321,9416,5582,10031,7213,12421,17574,8020,21270,24151,14399,18684,7531,False,False,3,8,11,0.4931693187672598,1,0,100,9,27,0,2,0,0
TOP,2022/06/20 21:18:49,Kayle,Taliyah,Azir,Tristana,Rell,Lulu,RekSai,Zoe,Aphelios,Alistar,1697,False,1,5,7,230,11352,11102,9049,12782,6472,14120,18124,13842,14924,4324,25790,20307,20010,20759,18449,True,False,5,13,41,1.4782329875141713,7,0,200,14,35,0,0,0,0
MIDDLE,2022/06/20 01:58:59,Lillia,Viego,Swain,Lucian,Nami,Sejuani,Graves,Sylas,Kaisa,Nautilus,1975,False,10,5,12,215,16417,10054,15694,13529,8713,41843,19810,32421,30117,8184,36820,33468,38325,28297,19314,False,False,6,10,35,1.0824388846022326,10,0,100,35,40,1,2,0,0
UTILITY,2022/06/20 01:10:15,Vladimir,LeeSin,Swain,Draven,Gragas,Sejuani,Viego,Azir,Zeri,Nautilus,1573,True,2,4,16,37,10270,12609,11375,16394,7860,20721,18690,17636,35354,10964,21097,27737,24773,19726,16627,True,False,8,39,62,2.368722194016373,4,0,200,33,12,2,3,0,1
TOP,2022/06/19 01:07:40,Gnar,Nidalee,Jayce,Kalista,Renata,Olaf,Kindred,Azir,Senna,Karma,1836,True,10,3,7,233,15815,16696,14934,15113,9401,27476,27244,39155,17427,10279,41691,33013,30127,24075,21655,False,False,3,9,26,0.8576314754668382,4,0,100,40,31,0,1,0,2
MIDDLE,2022/06/19 00:24:24,Kayle,MonkeyKing,Taliyah,Caitlyn,Rumble,Nasus,Viego,Zoe,Jinx,Karma,1668,False,1,7,2,196,14527,10518,9872,9492,6390,27759,14152,15332,12324,13434,23110,31843,21758,21172,15579,False,False,4,9,16,0.588367359277998,2,0,200,14,25,1,1,0,0
TOP,2022/06/18 20:42:02,Yone,Taliyah,TwistedFate,Ezreal,Nautilus,Gragas,MonkeyKing,Pyke,Kaisa,Sett,1365,False,2,7,0,170,7897,7580,7614,10227,5122,13333,13331,7090,18209,5450,17460,16681,16898,11292,15870,False,False,4,8,14,0.6495473843569955,0,0,200,11,34,1,1,0,0
MIDDLE,2022/06/18 19:44:59,Rengar,Talon,Taliyah,KogMaw,Renata,Gragas,Viego,Zeri,Lucian,Nami,1323,True,7,1,7,165,9469,13088,11301,10257,7595,13629,12832,15950,20206,7781,21665,19321,8464,18759,13727,False,False,2,8,18,0.8367410989119971,4,0,100,25,14,2,1,0,1
MIDDLE,2022/06/18 19:05:34,Nasus,XinZhao,Azir,Jhin,Syndra,Jax,Viego,Rumble,Sejuani,Senna,1283,True,6,0,4,204,9500,10100,11931,10569,7619,12165,10866,17266,13449,14640,21083,15245,8132,12894,12139,False,False,1,8,22,1.0585753335364116,4,1,100,28,8,1,1,0,1
UTILITY,2022/06/18 18:18:25,Graves,Taliyah,Azir,Samira,Nautilus,Kayle,Viego,Ahri,Karma,Lucian,1654,True,2,4,10,33,13305,14424,13185,13200,8086,17535,18634,25413,10952,6553,13148,16949,21482,12793,12962,False,True,9,27,54,1.9584004797091905,4,0,100,25,17,1,2,0,1
MIDDLE,2022/06/18 15:10:36,Jayce,Poppy,Taliyah,Twitch,Renata,Anivia,Graves,Irelia,Zeri,Yuumi,1832,True,8,7,12,240,14798,12938,16789,19546,9911,27088,18749,28204,36285,7147,23067,28733,20833,23482,13133,False,False,3,10,45,1.4757259001379863,7,0,200,44,23,0,3,0,2
MIDDLE,2022/06/18 14:35:39,Olaf,Viego,Taliyah,Zeri,Yuumi,Kayle,Diana,Yone,Yasuo,Rakan,1390,False,1,6,4,169,10855,7134,7862,8735,5485,20307,10550,13927,9685,5611,23444,25062,18401,16636,12297,False,True,4,6,17,0.7575047003318711,2,0,100,13,36,2,0,0,0
MIDDLE,2022/06/18 14:09:34,Fiora,Lillia,Yone,Ezreal,Bard,Shyvana,Graves,Annie,Kaisa,Gragas,1234,True,3,1,8,191,10887,10543,10073,9572,6677,13026,14031,14064,21506,8903,23526,20719,14063,12328,12479,False,False,3,8,21,1.0401078506519565,3,0,100,24,9,2,2,0,0
MIDDLE,2022/06/18 13:39:20,Akali,Graves,Qiyana,Jhin,Karma,Gangplank,Nidalee,Yone,Kalista,Rakan,1420,False,5,3,3,194,10443,10283,10115,8018,6839,13865,16152,13175,6851,11323,15990,21401,20624,12523,9607,True,False,1,3,14,0.6057906791199069,5,0,200,16,24,2,0,0,0
MIDDLE,2022/06/18 12:55:27,Kayle,Qiyana,Akali,Kaisa,Nautilus,MonkeyKing,Poppy,Yone,Zeri,Rakan,1824,True,6,5,5,224,17348,12253,13451,14233,7335,25878,10999,21473,15953,5107,24060,24487,26962,13952,13265,False,True,8,13,25,0.8385945870590152,3,0,200,22,13,1,4,0,1
MIDDLE,2022/06/17 02:47:24,Lillia,Viego,Yone,Kalista,Renata,Ornn,Kindred,Zoe,Ezreal,Poppy,1483,False,1,4,3,241,7640,8434,11199,9854,6016,18237,6629,14424,6198,5493,24820,19087,23169,15480,12982,False,False,4,8,9,0.39612422526695,0,0,100,8,21,1,1,0,0
MIDDLE,2022/06/17 02:01:13,Viego,RekSai,Taliyah,Kalista,Taric,Gangplank,MonkeyKing,Azir,Aphelios,Renata,1984,True,3,1,11,242,13443,15594,14183,15111,8582,19320,29203,25711,21053,4590,31300,27403,20914,25776,22455,False,False,2,14,39,1.1797233629181731,7,0,100,27,17,1,2,0,1
MIDDLE,2022/06/17 01:19:03,Sejuani,Trundle,Viktor,Ezreal,Yuumi,Gragas,Karthus,Viego,Senna,TahmKench,1706,False,3,5,2,261,11038,9492,12465,10550,6744,13263,12459,26046,20425,10091,25229,35751,22718,21682,10683,False,False,4,12,24,0.8658811595030774,1,0,200,10,22,0,0,0,0
MIDDLE,2022/06/17 00:20:16,Ornn,MonkeyKing,Tristana,Kalista,Syndra,Sejuani,LeeSin,Akali,Draven,Renata,1977,True,4,5,7,259,10563,10820,15117,17219,11775,19369,11043,28812,25703,21879,37310,27628,20993,22966,17972,False,False,7,17,37,1.1439568359275207,2,0,100,23,26,2,1,0,2
MIDDLE,2022/06/16 23:38:29,Vladimir,Viego,Taliyah,Kalista,Renata,Shyvana,Ekko,Ahri,Lucian,Nami,1964,True,7,8,8,199,15140,13525,14973,16019,10430,40943,26075,34588,22840,13307,49049,37063,26070,30430,22436,False,False,4,9,42,1.2841351710425517,14,0,100,34,35,1,3,0,1
TOP,2022/06/16 23:03:33,Gangplank,Viego,Ahri,Swain,Kalista,Shyvana,Taliyah,Yone,Zeri,Renata,1439,True,6,3,5,179,11954,11377,14286,9475,14457,16455,16262,16227,18988,23249,20832,24903,14180,28592,17732,False,False,1,8,21,0.8914785148940966,2,1,200,36,15,1,3,0,1
MIDDLE,2022/06/16 20:51:47,Camille,Viego,Sylas,Kalista,Renata,DrMundo,Talon,TwistedFate,Twitch,Alistar,2034,True,14,5,14,206,15477,15225,17114,15676,10028,29709,29591,47012,26006,9642,32637,31560,44637,22509,16722,True,False,4,8,40,1.1962367782204513,9,0,100,35,28,1,1,0,1
MIDDLE,2022/06/16 01:27:37,Kayle,RekSai,Lissandra,Ezreal,Renata,Gwen,MonkeyKing,Ahri,Kaisa,Bard,1505,True,3,2,13,206,9320,9429,10380,14495,7747,16130,9538,18957,24993,10721,15619,19350,19800,12630,13511,False,False,2,21,47,1.8854739665778444,16,0,200,24,10,0,4,0,0
MIDDLE,2022/06/16 00:49:58,Kled,Viego,Lissandra,Kalista,Rakan,Gnar,Vi,Leblanc,Ezreal,Poppy,1940,False,4,9,16,264,10778,15901,13621,12536,7397,19418,32607,37261,22264,8414,54537,40557,32108,32421,28590,False,False,0,3,20,0.6362626964032831,6,0,100,30,48,0,1,0,0
TOP,2022/06/16 00:06:45,Gnar,Viego,Viktor,Kalista,Renata,Kayle,Taliyah,Zed,Ezreal,Karma,1778,True,7,4,4,222,15978,12153,15891,12132,7734,22943,12618,43589,8064,4567,37273,28021,21957,17423,16211,False,False,8,12,23,0.7823935595843186,2,0,100,29,20,2,3,0,1
MIDDLE,2022/06/15 23:37:09,Irelia,LeeSin,Leblanc,Ezreal,Yuumi,Fiora,Viego,Lissandra,Twitch,Rakan,1345,False,2,4,2,190,9745,7104,8296,8349,5149,13801,3778,11153,11944,6487,25307,19081,15338,10284,4794,False,False,2,8,16,0.742204103478614,3,0,200,11,22,0,2,0,0
MIDDLE,2022/06/15 00:43:22,Gangplank,Talon,Leblanc,Lucian,Braum,Fiora,Graves,Ahri,Kalista,Nautilus,1887,True,11,5,7,175,14930,16858,13575,17720,8101,26385,29163,28688,36776,5721,26159,35360,26624,20447,27878,True,False,4,20,51,1.6171959572746222,12,0,100,39,25,1,3,0,1
MIDDLE,2022/06/14 23:58:48,Kayle,Rengar,Viktor,Zeri,Soraka,Gragas,Viego,Ahri,KogMaw,Lulu,1705,True,6,3,12,230,11272,16315,14745,12671,7352,17362,22937,33870,29346,5976,23398,26909,19188,23813,16411,False,False,3,11,35,1.2382878398322599,5,0,100,29,21,1,3,0,1
MIDDLE,2022/06/14 23:19:29,Kayle,Viego,Swain,Varus,Renata,Darius,Vi,Zoe,Kalista,Nautilus,1733,True,3,4,12,185,10197,12617,10849,18280,9804,14000,21594,19780,42969,10979,20263,31681,24181,23893,17001,False,False,2,6,25,0.8914522850697698,4,0,100,33,21,0,3,0,2
MIDDLE,2022/06/14 22:35:16,Poppy,Viego,Ahri,Aphelios,TahmKench,Irelia,LeeSin,Viktor,Ezreal,Karma,2073,True,2,2,12,281,13995,17140,15584,18702,10349,13302,26666,19632,35668,13489,28697,38223,23372,18921,34412,False,False,2,4,40,1.1681206872460077,8,0,100,34,15,2,3,0,2
MIDDLE,2022/06/14 20:37:43,Sejuani,Rengar,Swain,Ezreal,Karma,Sion,Taliyah,Ryze,Zeri,Yuumi,1721,True,5,3,13,210,13340,16228,11972,14120,8554,20640,30982,21394,40652,15883,26788,27035,31560,24688,18143,False,False,4,8,21,0.7378237943734336,5,0,100,33,15,2,4,0,1
MIDDLE,2022/06/14 19:52:53,Aatrox,Taliyah,Swain,Kaisa,Yuumi,Kennen,Talon,Rumble,Sivir,Alistar,2270,True,3,7,19,254,15345,19336,15013,21090,10319,33131,56965,28640,37014,11022,63987,38706,53123,37173,15438,False,False,6,9,31,0.8270586829897971,4,0,100,41,38,2,1,0,1
MIDDLE,2022/06/14 19:26:28,Gragas,LeeSin,Swain,Lucian,Nami,Gnar,Viego,Ahri,Kalista,Blitzcrank,1011,True,3,2,5,140,5218,6931,6919,9750,6450,5180,9033,9555,14784,6650,10441,15397,10301,8088,6964,False,False,2,6,11,0.7084322326028657,2,0,200,22,5,0,2,0,0
MIDDLE,2022/06/14 18:48:01,Olaf,LeeSin,Swain,Ezreal,Rakan,Gwen,Taric,Kled,Twitch,Lulu,1311,False,3,4,1,164,10073,6973,8245,7034,5355,9186,8800,16292,6088,3080,18309,17459,17936,13880,13187,False,False,1,7,13,0.627041363359736,3,0,200,10,21,0,2,0,0
UTILITY,2022/06/14 18:11:48,Tryndamere,LeeSin,Akali,Yasuo,Rakan,Gangplank,RekSai,Sylas,Zeri,Janna,1344,False,1,4,8,26,12301,7153,6492,10024,5526,14959,10511,8904,7419,4386,26074,23414,19882,15056,14533,False,False,3,26,47,2.1267357124024655,5,0,200,16,29,2,0,0,0
MIDDLE,2022/06/14 15:00:20,Gragas,Nidalee,Galio,Kalista,Rakan,Rumble,Viego,Ahri,Kaisa,Pyke,1559,True,5,2,12,184,10018,13192,10943,13945,8931,10480,23680,16591,28725,9230,17574,24096,21752,20578,16580,True,False,6,15,26,1.0117635795266193,4,0,100,32,17,2,1,0,1
MIDDLE,2022/06/14 14:18:21,Gangplank,Draven,Galio,Udyr,Nautilus,Aatrox,Taliyah,Qiyana,Lucian,Braum,1712,False,2,8,3,231,14089,17479,11446,7711,7430,23197,26578,14627,6835,7395,30071,24340,22120,27371,18796,False,False,4,12,27,0.9728650259962525,3,0,100,19,45,1,0,0,0
MIDDLE,2022/06/14 13:40:02,Kayle,MonkeyKing,Galio,Lucian,Nami,Aatrox,LeeSin,Sylas,Kalista,Leona,1532,False,4,4,4,172,12333,10243,9699,8016,6320,17340,20212,14264,12729,7975,13595,29657,16369,17536,13528,False,True,1,3,14,0.574538332033717,3,0,100,15,28,1,0,0,0
MIDDLE,2022/06/14 01:17:10,Gwen,Talon,Taliyah,Xayah,Renata,Kayle,Viego,Zoe,Senna,Ornn,1659,True,2,3,8,198,11416,17570,11057,12593,9615,22821,25853,15984,23984,10063,27789,24034,15976,18050,9174,False,False,6,12,29,1.0536969781557366,3,0,200,30,14,1,3,0,1
MIDDLE,2022/06/14 00:41:52,Rengar,Nidalee,Vi,Zeri,Swain,Jayce,Qiyana,Yasuo,KogMaw,Lulu,1709,False,4,10,2,144,11507,13218,8768,12016,8541,16844,22933,11562,15146,15030,26763,27911,27166,18393,33988,False,False,4,11,28,0.9930071052759334,4,0,100,30,33,1,2,0,0
MIDDLE,2022/06/14 00:07:13,Gragas,Taliyah,Yone,Ezreal,Rakan,Kennen,LeeSin,Nunu,Kaisa,Pyke,1592,False,3,6,3,239,7915,11204,10975,8665,6023,13311,18121,14032,13433,4363,22946,21894,20331,16788,13543,False,False,3,11,23,0.8684662297064927,7,0,200,14,28,0,0,0,0
MIDDLE,2022/06/13 23:11:50,Sejuani,Kayn,Akali,Aphelios,Nautilus,Gangplank,Lillia,Yone,Jhin,Renata,2908,True,20,9,9,267,19611,24990,23497,24727,11835,35108,58209,58578,51272,9783,72274,56439,53513,36292,45716,False,False,8,11,48,0.9932053495457736,10,0,200,53,47,1,4,0,3
TOP,2022/06/13 22:37:46,Kayle,Kindred,Graves,Zeri,Morgana,Fiora,Viego,Nunu,Kaisa,Nautilus,1654,False,5,6,3,219,12255,11133,12308,13154,8882,14283,22292,17855,24879,15615,20787,23970,18859,19474,20790,False,False,6,13,30,1.0912484042648416,4,0,100,28,27,0,2,0,0
MIDDLE,2022/06/13 15:04:32,Jayce,XinZhao,Zoe,Draven,Renata,Kayle,Belveth,Viego,Zeri,Yuumi,1282,False,1,4,2,178,8476,7113,8326,9785,5521,17676,8816,11392,11798,3511,16679,23373,11002,12373,7716,False,False,0,13,28,1.3370318463748696,5,0,200,10,20,1,3,0,0
MIDDLE,2022/06/12 00:49:30,Aatrox,Viego,Taliyah,Zeri,Rell,Zac,Poppy,Syndra,Senna,Sett,1749,True,3,3,12,234,11321,12342,14505,16522,6976,17100,20330,22870,28698,4793,29616,31735,12402,17333,15897,False,False,3,16,47,1.6308771786048342,7,0,200,23,19,1,3,0,1
MIDDLE,2022/06/12 00:08:14,Gwen,Taric,Tristana,Kalista,Renata,Jayce,Taliyah,Pyke,Cassiopeia,Nautilus,1199,False,2,6,0,172,6415,5958,9540,7557,5035,5850,5449,13270,8355,4486,22091,20518,17529,16529,13145,False,False,3,9,15,0.7634733042565146,2,0,200,5,36,1,0,0,0
MIDDLE,2022/06/11 23:33:43,Kayle,Viego,Ahri,Ezreal,Karma,Sejuani,LeeSin,Leblanc,Vayne,Renata,1304,False,3,3,4,171,9225,7093,8702,7001,4893,10619,8796,16132,12310,8392,17281,23070,15646,13582,15771,False,False,3,10,16,0.7740001787517737,2,0,100,9,32,0,2,0,0
MIDDLE,2022/06/11 22:47:41,Kayle,LeeSin,Veigar,Zeri,Renata,Jayce,Viego,Ahri,Draven,Thresh,2162,True,7,2,2,293,15626,11162,15638,20031,9382,21350,7185,17969,52748,6896,37153,33821,17164,23799,24810,False,False,8,35,57,1.6032945661578117,12,0,200,23,22,0,3,0,1
MIDDLE,2022/06/11 21:09:19,Gragas,Qiyana,Ahri,Ezreal,Bard,Kennen,MonkeyKing,Pyke,Twitch,Rakan,1729,True,6,2,10,195,14614,13997,12492,12490,7691,34306,17711,20751,19363,7764,25706,26806,16894,15798,18149,False,False,5,15,42,1.4789043609131687,7,0,100,26,22,0,2,0,1
MIDDLE,2022/06/11 00:02:30,Kayle,Zac,Taliyah,Kalista,Rakan,Gangplank,Graves,Leblanc,Ezreal,Karma,1915,True,8,9,9,204,20659,10953,14123,15379,8917,41781,16163,28732,22893,8553,24991,40251,27503,25618,22886,False,False,5,19,26,0.8311489380933026,2,0,100,32,30,2,1,0,1
MIDDLE,2022/06/10 23:23:33,Aatrox,Viego,Taliyah,Lucian,Nami,Talon,Gragas,Zoe,Kaisa,Nautilus,1772,False,5,3,4,241,11130,10219,13309,12009,7652,15278,10458,15059,17238,5578,39359,29810,14991,23125,10554,False,False,4,7,25,0.8734623316745926,6,0,200,15,29,1,1,0,0
MIDDLE,2022/06/10 22:43:40,Azir,Viego,Leblanc,Aphelios,Rakan,Gwen,MonkeyKing,Veigar,Kaisa,Nautilus,1768,False,2,3,3,222,10449,9552,10840,14492,7184,14161,4988,12439,17299,4459,14242,23424,18243,13100,10647,False,False,3,17,45,1.5510750056128153,9,0,100,11,17,2,1,0,0
MIDDLE,2022/06/10 01:13:47,Kennen,MonkeyKing,Akali,Ezreal,Karma,Sejuani,Zed,Taliyah,Senna,TahmKench,1782,False,2,3,3,220,11883,8884,10423,10780,7188,15538,12277,7430,23431,15843,21987,29243,20485,12836,14508,False,False,4,8,18,0.6332364438789346,1,0,200,9,21,1,1,0,0
MIDDLE,2022/06/10 00:40:32,Kayle,LeeSin,Leblanc,Kaisa,Nautilus,DrMundo,Viego,Lissandra,Zeri,Braum,1665,False,8,1,7,211,12662,9923,12883,10673,6648,30674,16289,23122,15763,6438,19109,28154,17366,18318,16128,False,False,2,17,41,1.5065042464518543,9,0,200,20,25,1,0,0,0
MIDDLE,2022/06/10 00:06:50,Leblanc,Graves,Irelia,Jhin,Senna,Fiora,LeeSin,Ashe,Ahri,TahmKench,978,True,5,1,3,131,7889,8135,6051,7135,6021,7706,8108,10258,8973,11485,8912,10993,14891,8278,9674,True,False,1,7,14,0.9039593729048571,3,0,200,17,13,1,1,0,0
MIDDLE,2022/06/09 23:14:41,Shyvana,Volibear,Veigar,Lucian,Nami,Gangplank,XinZhao,Leblanc,Kalista,Renata,1195,False,3,3,3,141,7890,5769,8069,4414,5250,18486,9992,9402,9703,6819,28694,22326,12693,17895,12559,False,False,3,9,14,0.7093111934236759,3,0,200,10,32,0,0,0,0
TOP,2022/06/09 22:52:51,Gwen,Graves,Ahri,Caitlyn,Lux,Gangplank,Taliyah,Viktor,Zeri,Renata,932,True,0,0,2,124,5311,7225,6149,9515,6215,5350,7325,5778,10906,8307,13119,8742,7055,6423,5938,False,False,1,6,13,0.8723183004191049,0,0,200,18,2,1,0,0,0
Invalid,2022/06/09 18:45:05,Chogath,Hecarim,Katarina,Maokai,Corki,Karthus,Sejuani,Qiyana,Khazix,Warwick,1106,True,16,4,11,28,21041,17995,16984,14243,14227,56907,38868,37347,35554,33685,41257,42770,29103,24891,29001,True,False,NULL,21,40,NULL,0,3,200,57,33,NULL,4,NULL,NULL
