individualPosition,gameStarttimeTSamp,同隊-TOP,同隊-JUNGLE,同隊-MIDDLE,同隊-BOTTOM,同隊-UTILITY,敵隊-TOP,敵隊-JUNGLE,敵隊-MIDDLE,敵隊-BOTTOM,敵隊-UTILITY,timePlayed,勝負,擊殺,死亡,助攻,CS,經濟-TOP,經濟-JUNGLE,經濟-MIDDLE,經濟-BOTTOM,經濟-UTILITY,傷害-TOP,傷害-JUNGLE,傷害-MIDDLE,傷害-BOTTOM,傷害-UTILITY,承傷-TOP,承傷-JUNGLE,承傷-MIDDLE,承傷-BOTTOM,承傷-UTILITY,firstBloodKill,firstBloodAssist,controlWardsPlaced,wardsPlaced,visionScore,visionScorePerMinute,wardsKilled,dragonkills,teamId,隊伍擊殺數,隊伍死亡數,teamRiftHeraldKills,teamDragon,teamElderDragonKills,teamBaronKills
TOP,2022/02/24 22:18:24,Nasus,LeeSin,Xerath,KogMaw,Sivir,Darius,Ekko,Graves,Samira,Leona,1775,True,7,4,15,167,12112,15188,10759,13348,8713,19383,23115,22827,26681,10742,32762,26840,10089,21141,16269,False,False,3,13,23,0.7968034691768686,0,0,200,36,29,1,4,0,1
TOP,2022/02/24 00:44:14,Nasus,Hecarim,TwistedFate,Senna,MissFortune,Jayce,Graves,Azir,Jinx,Lux,1847,False,4,6,11,172,10626,17310,14610,8297,7698,12121,25532,18825,7491,17126,36651,47786,28507,21221,20659,False,False,2,12,21,0.6960428041429618,2,1,100,35,52,0,2,0,0
TOP,2022/02/24 00:00:06,Nasus,Diana,Kassadin,Ezreal,Lux,Malphite,Hecarim,Yasuo,Samira,Zoe,2050,True,5,8,16,159,13110,17746,14795,13274,10081,21582,29594,25904,16679,17858,40090,23890,28835,15806,13090,False,False,2,12,35,1.0265061039917847,0,0,200,43,31,1,4,0,2
TOP,2022/02/23 23:36:36,Nasus,JarvanIV,Lux,Lucian,Leblanc,Renekton,LeeSin,TwistedFate,Tristana,Leona,1013,True,2,3,1,91,5389,6008,5565,7557,4757,5885,3327,8454,6711,5586,9659,9022,3253,2077,6346,False,False,1,3,7,0.4196010842108974,1,0,100,10,6,0,2,0,0
TOP,2022/02/21 00:12:12,Nasus,Viego,Ahri,Jinx,Renata,Akali,Vi,Ekko,Lucian,Lulu,1795,True,3,5,4,182,10742,14696,9653,10475,7736,14247,24212,16226,14279,8078,34144,31659,17201,15550,21612,False,False,1,9,15,0.5091411926198337,0,0,200,24,35,1,2,0,0
TOP,2022/02/20 23:37:44,Teemo,Syndra,Rammus,MissFortune,Lux,DrMundo,Udyr,Akali,Ezreal,Morgana,1724,False,4,11,4,156,10276,10107,8058,12535,8055,17874,17227,6738,25624,13523,22113,19299,21974,25376,11951,False,False,4,11,22,0.7842123306422485,0,0,200,27,42,1,0,0,0
TOP,2022/02/20 22:51:45,Nasus,Shyvana,Lissandra,Jinx,Lulu,Yasuo,MasterYi,Katarina,Aphelios,Alistar,1964,True,5,8,11,158,12255,14189,15466,15524,8217,13035,15878,32257,40347,3032,32866,24179,21893,10930,7748,False,False,5,13,26,0.805024237053845,0,0,100,37,21,0,1,0,0
TOP,2022/02/20 22:13:05,Kayn,Nasus,Akali,Ezreal,Thresh,Renekton,Chogath,Ahri,MissFortune,Yuumi,1897,True,4,0,7,222,14489,12749,15478,11707,8428,15521,18743,25409,18511,7232,33641,23469,22072,14919,18480,False,True,4,14,30,0.9514406477464262,4,0,200,29,18,1,3,0,1
BOTTOM,2022/02/19 23:46:50,Rumble,Tryndamere,Vex,Samira,Senna,Irelia,Gwen,Morgana,Tristana,Nautilus,2316,False,5,13,9,207,14762,14937,16487,13123,12465,32062,17232,39818,16125,14565,32843,40967,28845,33435,20331,False,False,5,17,38,0.9872128426691781,5,0,100,38,41,0,0,0,1
BOTTOM,2022/02/19 23:05:34,Zeri,Shaco,Zed,Vayne,Leona,Jayce,Warwick,Vladimir,Ezreal,Karma,2048,True,2,7,14,204,19570,11246,14735,12271,10226,53376,12758,22692,13090,7539,36170,26284,28894,29977,25712,False,False,3,12,43,1.2780236134474197,6,1,200,41,33,1,3,0,0
BOTTOM,2022/02/19 22:29:19,Mordekaiser,Poppy,Kassadin,Sivir,Lux,Jayce,Graves,Leblanc,Zeri,Yuumi,1836,True,8,8,13,183,9569,10240,14620,14190,10956,9984,9223,30949,18224,18468,27445,22187,33471,17879,15043,False,True,1,9,20,0.6698997973798043,5,0,100,37,36,1,2,0,1
BOTTOM,2022/02/19 21:46:29,Nasus,DrMundo,Heimerdinger,Zeri,Renata,Jayce,Hecarim,Leblanc,Samira,Lux,2050,True,9,8,10,198,14675,12535,11442,15377,9323,35236,25231,22144,16493,11815,53991,49573,16936,28216,26697,False,False,4,15,33,0.9747667652430889,5,0,100,33,39,1,4,0,1
Invalid,2022/02/17 23:58:02,Darius,Olaf,Corki,Ezreal,Alistar,Quinn,LeeSin,Ahri,Tristana,Thresh,2020,True,8,5,11,180,12634,16380,14645,14148,8398,14985,26630,40405,29554,6868,27796,38193,18562,22394,28748,True,False,1,12,34,1.038714564854916,4,1,100,44,28,0,4,0,1
Invalid,2022/02/17 23:11:29,Yone,RekSai,Vladimir,Jhin,Brand,Vayne,Graves,Akali,Lucian,Nami,2221,False,6,10,10,196,17497,12943,12937,13033,11184,31387,16143,26562,17659,25015,34943,37265,37495,27136,20252,False,False,5,13,39,1.0598765175178606,4,0,200,37,48,0,3,0,1
Invalid,2022/02/17 22:38:02,Illaoi,Gwen,Akali,Jhin,Lux,Mordekaiser,Graves,Yone,Ashe,Xerath,1258,True,7,1,5,152,11825,8865,6680,10083,9022,23536,7857,9396,9031,17345,21688,20685,13710,9525,7461,False,False,1,6,12,0.575890863559268,1,0,200,29,15,1,3,0,0
Invalid,2022/02/17 21:59:11,Teemo,Graves,Ornn,Twitch,Leona,Talon,Diana,Sett,Jhin,Thresh,1845,False,0,7,8,163,9694,12950,9134,8145,5919,23455,16727,11806,9370,5151,26962,23723,27727,17943,20181,False,False,1,9,13,0.44266324687923536,2,0,200,16,36,2,2,0,0
Invalid,2022/02/17 00:39:09,Quinn,Viego,Leblanc,Twitch,Seraphine,Fiora,Trundle,Vex,Ezreal,Brand,1541,False,5,4,4,138,9984,9234,8341,8122,5490,14845,10805,6216,12840,4407,18272,26332,15800,17296,15060,False,False,1,7,13,0.5334180728318808,1,0,200,19,33,0,2,0,0
Invalid,2022/02/16 23:55:39,Kennen,Nasus,Vex,Twitch,Seraphine,Jax,Talon,Zoe,Kaisa,Syndra,2315,True,11,7,6,186,13699,12511,19837,15143,9652,25555,22260,45866,19988,8848,27495,47710,22177,29321,25492,False,False,3,15,30,0.8032739242546243,7,1,100,44,34,0,1,0,1
Invalid,2022/02/16 23:20:27,TahmKench,Ekko,Corki,Twitch,Xerath,Akali,Kayn,Zoe,Vayne,Vex,1542,True,13,3,10,156,8249,8465,11672,13986,11460,7727,7597,19314,23987,19141,23189,24011,13060,15291,13707,False,False,2,8,17,0.6800956765275423,4,0,200,33,26,1,2,0,1
Invalid,2022/02/16 22:49:03,Teemo,Zac,Anivia,Twitch,Senna,Riven,Yone,Ahri,Lucian,Karma,1191,True,5,2,2,132,10723,5208,8848,7874,6954,18790,2905,14710,7886,9203,13571,20303,8705,11706,10924,False,False,0,5,6,0.3092731441149118,0,0,100,24,7,1,1,0,0
Invalid,2022/02/16 22:09:06,Warwick,Brand,Leblanc,Twitch,Nautilus,XinZhao,Gwen,Sylas,MissFortune,Lux,2048,False,22,8,6,174,13802,11361,13444,18067,8835,20423,22653,21905,28053,8440,38962,21166,26548,26664,28132,False,False,2,10,24,0.7041361244199843,5,1,100,47,46,1,4,0,0
Invalid,2022/02/16 21:33:36,Irelia,Graves,Katarina,Vayne,Thresh,Malphite,Khazix,Seraphine,Xayah,MissFortune,1657,False,5,7,4,179,11541,8516,9819,11285,8454,13480,7368,12850,9088,5184,31694,23613,19571,22513,15813,False,False,2,9,24,0.9031203807339231,5,0,100,21,37,1,0,0,0
BOTTOM,2022/02/15 01:54:54,Yorick,LeeSin,Akali,Tristana,Morgana,Aatrox,Hecarim,Yasuo,Ezreal,Xerath,1465,True,4,4,4,151,11744,15109,9974,9434,7178,20124,35317,18075,6418,6731,26021,29047,17802,14095,11332,False,False,2,8,18,0.7631619267653054,2,0,200,39,20,1,3,0,0
BOTTOM,2022/02/15 01:26:09,Yone,Elise,Vex,Zeri,Morgana,Garen,Nocturne,Zoe,MissFortune,Leona,1335,False,0,8,4,109,5981,5909,8206,5499,6088,6022,9984,16766,5845,9063,12976,23024,16481,16789,10050,False,False,1,7,10,0.485522539098719,1,0,100,10,36,0,0,0,0
BOTTOM,2022/02/15 00:44:03,Garen,LeeSin,Akali,Jhin,Karma,Yone,Graves,Vex,Ezreal,Leona,2199,False,7,7,12,194,12430,17915,15089,13547,11234,14627,32968,34672,23628,16320,39433,52999,34568,26003,18973,False,False,2,9,14,0.39501754013134116,3,0,100,48,34,1,2,0,1
BOTTOM,2022/02/14 23:58:53,Kayle,Kayn,Corki,Vayne,Lulu,Akali,Khazix,Yasuo,Caitlyn,Zyra,2237,False,2,12,4,188,13441,18849,14775,10404,8729,20210,43149,27525,6046,6831,26876,39998,22936,27700,17581,False,False,4,11,31,0.8461291133593828,6,0,100,35,39,0,0,0,0
BOTTOM,2022/02/13 23:42:28,Darius,Lulu,Vex,Vayne,Heimerdinger,Sett,Khazix,Zed,Jhin,Janna,1595,True,2,5,5,141,15958,9263,9082,8792,11537,27114,4071,10214,7502,27292,26230,20911,12471,17504,14376,False,False,1,8,12,0.4553230307819898,0,0,100,34,21,0,3,0,1
BOTTOM,2022/02/13 23:02:56,Nasus,Ekko,Veigar,Vayne,Lux,Jayce,Kayn,Vex,Caitlyn,Nautilus,2019,True,7,10,13,146,13911,13576,19434,13293,9372,23753,16221,55701,20355,5986,39879,36978,21689,33424,16261,False,False,4,14,54,1.616275255060407,5,1,100,51,44,1,4,0,1
BOTTOM,2022/02/13 22:31:51,Gragas,Tryndamere,Ryze,Tristana,Nautilus,Yone,Zac,Zed,Zeri,Maokai,1319,False,2,8,4,117,6184,10963,6486,6762,4933,8146,10717,7878,8225,4805,21008,22668,15571,13960,13202,False,False,2,7,9,0.41462414373553513,1,0,200,13,33,1,0,0,0
BOTTOM,2022/02/13 22:09:46,Nautilus,MasterYi,Syndra,Zeri,Blitzcrank,Malphite,Nidalee,Fizz,Jinx,Leona,1003,False,3,4,2,73,5023,4127,5621,4979,3748,6082,1429,5407,2411,3900,11549,10700,6942,9497,9363,True,False,0,5,6,0.3749952676693309,0,0,100,11,20,0,0,0,0
BOTTOM,2022/02/09 23:09:01,Warwick,Shyvana,Malzahar,Jhin,Lux,Nocturne,XinZhao,Ekko,Ezreal,Xerath,2151,False,4,10,14,110,11875,16409,10142,10340,14775,13110,31624,24919,12899,23237,35375,47578,22707,30895,25176,False,False,2,9,27,0.7721641800821013,3,0,200,33,42,0,3,0,1
BOTTOM,2022/02/09 22:31:21,Quinn,Rammus,Viktor,Zeri,Nunu,Yorick,Hecarim,Ahri,Ezreal,Karma,1821,True,7,6,11,143,9947,9853,17253,11417,11131,11388,9516,38975,17646,10289,12500,22069,19243,24536,25355,False,False,2,9,14,0.4842813756994224,3,0,100,39,24,1,3,0,0
MIDDLE,2022/02/09 21:51:31,Fiora,Viego,Ezreal,Lux,Leona,Trundle,Riven,Syndra,Zeri,Sett,2064,False,1,5,9,169,15729,10634,16390,9586,7982,34036,8806,28350,24076,7125,33835,37098,22869,18151,20224,False,False,3,12,26,0.7810358192167972,2,0,100,25,35,0,0,0,1
BOTTOM,2022/02/06 21:44:22,Garen,Shyvana,Zoe,Zeri,Karma,Jayce,Olaf,Ahri,Caitlyn,Xerath,2510,True,8,8,8,230,21025,15508,15749,16209,11183,29998,21976,34089,18161,18659,43083,56609,21414,40244,21725,False,False,3,13,31,0.7572722175935347,4,0,100,42,39,0,2,1,1
BOTTOM,2022/02/05 23:59:11,Garen,LeeSin,Quinn,Jhin,Zyra,Janna,Nidalee,Irelia,MissFortune,Senna,1949,True,7,5,17,164,13278,10877,12878,13038,13898,17790,8481,21282,21305,33698,25192,30372,22312,22723,13786,False,False,3,9,21,0.6486923004506507,2,1,200,42,29,2,4,0,0
BOTTOM,2022/02/05 23:08:23,Fizz,Evelynn,Yone,Tristana,Morgana,Warwick,Ekko,Galio,Ezreal,Pyke,2436,True,6,7,9,257,14820,19115,20260,16064,9934,23467,40254,41264,23992,10484,29580,37872,36692,27642,15788,False,False,6,17,32,0.7912611890585387,4,0,200,35,34,0,3,0,1
BOTTOM,2022/02/05 22:34:13,Veigar,Vi,Katarina,Zeri,Lux,Malphite,Volibear,Yone,Aphelios,Lulu,1637,True,13,2,7,161,10354,11968,12510,13433,9183,8601,13297,23459,14373,17669,9524,27387,22694,16826,4283,True,False,2,8,23,0.8465195395593466,1,0,100,39,14,2,3,0,1
BOTTOM,2022/02/01 00:11:37,Gwen,Sejuani,Lux,Vayne,Rakan,Tryndamere,LeeSin,Akali,Zeri,Blitzcrank,1263,False,3,6,4,102,6856,7997,7321,6800,5433,13223,11891,12903,10283,3825,17812,17850,12547,14812,14557,False,False,NULL,7,10,NULL,2,0,200,17,29,NULL,1,NULL,NULL
JUNGLE,2022/01/31 23:46:14,Renekton,Diana,Irelia,Vayne,Karma,Kalista,Poppy,Yone,Ezreal,Nami,1061,False,6,7,2,11,5701,6135,5819,5785,3709,8493,8364,5340,4278,5269,13805,17033,16758,9041,8300,False,False,NULL,6,13,NULL,0,0,200,12,25,NULL,0,NULL,NULL
BOTTOM,2022/01/30 23:26:09,Ryze,Kindred,Yone,Vayne,Alistar,Aatrox,LeeSin,Viktor,Kaisa,Yuumi,2045,False,4,10,3,223,13342,9844,16455,11764,8677,19504,12787,31432,18675,8845,31915,29398,27544,26321,35462,False,False,NULL,10,33,NULL,5,0,100,23,41,NULL,1,NULL,NULL
BOTTOM,2022/01/30 22:47:31,Yone,Warwick,Galio,Jhin,Nami,Kled,MasterYi,Vex,MissFortune,Morgana,1960,True,6,6,14,156,18642,15016,13910,11701,8395,42466,22876,28707,20798,10030,30822,43050,32364,24310,20502,False,False,NULL,12,21,NULL,2,0,100,49,34,NULL,5,NULL,NULL
BOTTOM,2022/01/26 23:00:53,Malphite,MasterYi,Yasuo,Vayne,Lulu,Tryndamere,Viego,Ryze,Jinx,Lux,2235,False,11,5,5,273,8546,15942,15635,17308,8251,12838,23350,23512,30723,3058,22013,33509,28534,29610,17499,True,False,NULL,14,40,NULL,7,0,100,31,42,NULL,1,NULL,NULL
BOTTOM,2022/01/25 23:26:01,Garen,Ekko,Irelia,Ashe,Amumu,Vayne,Nocturne,Talon,Caitlyn,Xerath,2113,True,5,5,7,172,15361,15946,17921,11339,7826,15721,25388,34287,12853,5892,22857,33817,33335,20663,17500,False,False,NULL,11,35,NULL,2,0,200,41,20,NULL,4,NULL,NULL
MIDDLE,2022/01/25 23:01:18,Maokai,Vi,Ahri,Zeri,Yuumi,Riven,Talon,Leblanc,Caitlyn,Lux,1056,False,3,7,1,59,4242,5418,5067,6467,4044,3743,3619,6194,6170,3033,10754,8714,13034,10591,4821,False,False,NULL,7,12,NULL,0,0,100,9,15,NULL,0,NULL,NULL
MIDDLE,2022/01/25 22:23:43,Vayne,LeeSin,Velkoz,Swain,Yuumi,Yorick,JarvanIV,Brand,Ezreal,Morgana,1635,False,3,6,3,157,7658,11022,9372,7196,7926,12483,23503,16746,9127,9792,22810,42646,15814,20289,9701,False,False,NULL,9,24,NULL,1,0,100,24,35,NULL,1,NULL,NULL
BOTTOM,2022/01/25 21:46:35,Sejuani,Sylas,LeeSin,Jhin,Leona,Zeri,FiddleSticks,Yasuo,Jinx,Senna,1624,False,5,3,7,175,10272,10905,10202,10275,7100,13172,18199,10476,15448,7033,21450,27698,30953,17366,22297,False,False,NULL,7,16,NULL,3,0,100,30,27,NULL,2,NULL,NULL
BOTTOM,2022/01/25 21:03:39,Tryndamere,Kayn,Akali,Vayne,Malphite,Quinn,Zac,Karma,Jhin,Pyke,2182,False,8,9,7,204,13956,14599,8916,13648,11727,19550,35181,14503,24626,22685,32530,38801,28363,32210,23703,False,False,NULL,10,27,NULL,7,2,100,42,39,NULL,3,NULL,NULL
JUNGLE,2022/01/25 00:08:21,Volibear,Vi,Zoe,Jhin,Leona,Tryndamere,Nunu,Vex,Jinx,Thresh,1801,True,10,4,12,148,17878,14078,10484,12503,7990,39825,26015,15633,18166,8868,28956,25132,17771,14941,22071,False,False,NULL,8,12,NULL,1,0,100,49,26,NULL,3,NULL,NULL
BOTTOM,2022/01/24 23:21:31,Malphite,Nocturne,Irelia,Tristana,Yuumi,Illaoi,Jayce,Amumu,Kaisa,Blitzcrank,2003,False,7,2,4,162,9006,13639,16467,12395,7578,14139,22086,30874,18061,8597,23513,28588,35966,16997,9691,False,False,NULL,13,35,NULL,8,1,200,32,25,NULL,3,NULL,NULL
JUNGLE,2022/01/24 22:33:05,Tryndamere,Nunu,Garen,Ezreal,Yuumi,Fiora,LeeSin,Sylas,Caitlyn,Swain,1508,False,1,6,5,24,6856,6399,10752,7222,5386,6510,5131,18635,9797,5860,19093,25717,24269,15847,5594,False,False,NULL,10,18,NULL,3,2,200,10,26,NULL,2,NULL,NULL
Invalid,2022/01/24 22:24:18,Viktor,MasterYi,Yone,Kaisa,Nautilus,Karthus,Kindred,Yasuo,Caitlyn,Morgana,209,False,0,0,0,0,947,704,1086,1437,875,637,0,640,847,357,784,0,890,1160,1416,False,False,NULL,0,0,NULL,0,0,200,1,2,NULL,0,NULL,NULL
BOTTOM,2022/01/23 00:10:39,Singed,Talon,Vex,Vayne,MissFortune,Nasus,MonkeyKing,Veigar,Ezreal,Yuumi,2097,False,7,7,6,189,11660,13132,12735,14244,9208,26009,17748,26733,14894,24552,43256,34277,23166,23144,12815,False,False,NULL,11,23,NULL,3,1,200,22,39,NULL,2,NULL,NULL
BOTTOM,2022/01/22 23:32:09,Camille,Akali,Volibear,Tristana,Yuumi,Darius,LeeSin,Sylas,Samira,Brand,1843,False,15,10,7,196,11392,10218,9656,16253,8242,24721,16626,17551,22136,16500,40501,28412,35865,22204,12818,False,False,NULL,9,22,NULL,6,0,200,34,44,NULL,2,NULL,NULL
BOTTOM,2022/01/20 23:36:38,Kled,JarvanIV,Irelia,Vayne,Lulu,Tryndamere,Kayn,Akali,Ezreal,Pyke,1682,False,13,7,6,158,9119,10871,10441,13684,6881,19450,13255,10463,28184,4151,37496,23077,22056,22783,13334,False,False,NULL,9,19,NULL,4,0,100,29,37,NULL,2,NULL,NULL
BOTTOM,2022/01/20 22:56:38,Udyr,Yone,Vex,Tristana,Sylas,Malphite,Karthus,Zed,Ezreal,Yuumi,1856,False,3,7,6,166,8422,9812,10141,9807,8013,5070,14774,19129,15296,11791,37206,31151,19006,20874,28423,False,False,NULL,10,21,NULL,3,1,200,21,39,NULL,1,NULL,NULL
BOTTOM,2022/01/20 22:25:28,Irelia,Trundle,Akshan,Vayne,Blitzcrank,Gragas,Viego,Katarina,Kaisa,Lux,1383,True,15,2,5,162,8638,9889,9002,12707,8059,9571,12314,16112,18994,5248,14592,18291,11724,13341,13547,False,True,NULL,9,22,NULL,1,0,100,31,9,NULL,3,NULL,NULL
TOP,2022/01/19 23:08:23,Nasus,Kindred,Yone,Tristana,Warwick,Jayce,Diana,Zed,Jinx,Thresh,1716,True,5,4,5,153,10758,11796,16966,12456,9320,10446,13618,26177,14031,6183,28519,23587,30789,16731,20543,False,False,NULL,10,22,NULL,1,0,200,37,27,NULL,3,NULL,NULL
BOTTOM,2022/01/19 22:27:15,Akali,Zac,Vex,Tristana,Yuumi,Sett,XinZhao,Xerath,Jinx,Zyra,1954,False,9,7,10,160,11348,11917,11959,13393,9563,24209,15823,32157,17955,15834,27983,44161,29960,25490,15632,False,False,NULL,12,23,NULL,5,1,200,34,37,NULL,2,NULL,NULL
BOTTOM,2022/01/19 21:48:40,Graves,Udyr,Rumble,Vayne,Karma,Lucian,Jhin,Vex,Diana,Xerath,1981,True,3,11,3,146,15583,16765,12400,10916,7866,15597,18329,22861,6352,4279,21036,36357,27766,22200,21278,False,False,NULL,12,43,NULL,3,1,200,26,35,NULL,5,NULL,NULL
MIDDLE,2022/01/15 23:52:32,Riven,Kaisa,Leblanc,Warwick,Nautilus,Vayne,Trundle,Ahri,Jhin,Lux,1237,False,4,6,0,82,8353,6593,5917,5141,4662,8042,4546,9786,5545,4943,13845,12614,12685,22147,13112,False,False,NULL,8,17,NULL,2,0,100,12,33,NULL,0,NULL,NULL
UTILITY,2022/01/15 23:22:17,MissFortune,Lux,Viktor,Irelia,Talon,Karma,LeeSin,Yone,Thresh,Lucian,1320,False,1,8,2,16,5888,5390,7986,6479,9027,9089,9080,11662,11122,12461,11776,10194,12944,17697,21504,False,False,NULL,11,22,NULL,1,0,200,11,35,NULL,1,NULL,NULL
BOTTOM,2022/01/14 23:12:48,Jax,Poppy,Yone,Vayne,Lux,XinZhao,Graves,Yasuo,Kaisa,Xerath,1813,True,7,3,5,170,15960,11659,14638,12375,10676,21820,11061,20808,10975,19358,27360,23490,23798,22592,12605,False,False,NULL,6,16,NULL,2,0,100,40,26,NULL,4,NULL,NULL
BOTTOM,2022/01/14 22:34:40,Sett,Trundle,Velkoz,Jhin,Yuumi,Akali,Volibear,Ahri,Ezreal,Lulu,1931,True,8,4,13,160,12918,14354,12804,12081,9220,32096,25420,25247,20841,15065,48050,53628,20044,27379,6491,False,False,NULL,12,35,NULL,6,0,100,39,24,NULL,4,NULL,NULL
BOTTOM,2022/01/14 22:01:45,Sett,Diana,Leblanc,Vayne,Blitzcrank,Yone,Warwick,Akali,Tristana,Zyra,1473,False,4,9,3,168,9612,7523,4161,8736,6586,12997,9946,3850,8440,6738,21870,21210,17187,19842,20904,False,False,NULL,6,8,NULL,1,0,100,15,41,NULL,0,NULL,NULL
BOTTOM,2022/01/10 23:23:22,Irelia,MasterYi,AurelionSol,Vayne,Trundle,Gwen,LeeSin,Vex,Jinx,Karma,2300,True,9,8,6,211,17661,20376,12374,14501,11710,29057,48913,28337,15626,7143,39915,37981,28789,28654,38595,False,False,NULL,9,20,NULL,1,0,100,48,42,NULL,4,NULL,NULL
BOTTOM,2022/01/10 22:34:59,Jax,Olaf,Irelia,Jhin,Senna,TahmKench,Amumu,Qiyana,Caitlyn,Alistar,2066,True,4,6,13,160,17670,14260,16633,11962,10570,37671,19567,28237,18382,18749,43993,30763,33684,21518,17369,False,False,NULL,12,17,NULL,0,0,100,42,32,NULL,1,NULL,NULL
BOTTOM,2022/01/10 22:02:14,DrMundo,Viego,Zed,Vayne,Lux,Volibear,Graves,Yasuo,Ezreal,Xerath,1622,True,7,4,4,156,9744,13147,12555,11569,7005,13194,19100,31391,12069,14938,24236,28526,17975,16039,10195,False,False,NULL,5,9,NULL,1,0,100,33,16,NULL,4,NULL,NULL
BOTTOM,2022/01/10 21:22:45,Ornn,Graves,Katarina,Tristana,Morgana,Malphite,LeeSin,Fizz,Kaisa,Nautilus,2008,False,4,4,6,220,8278,10661,12660,12141,8376,6229,13976,16537,23839,11725,25361,28886,22868,20259,20475,False,False,NULL,13,25,NULL,11,0,200,20,36,NULL,1,NULL,NULL
BOTTOM,2022/01/09 23:40:20,Renekton,Rammus,Yasuo,Vayne,Lux,Karthus,LeeSin,Syndra,Ezreal,Brand,1948,False,8,8,4,165,8533,7139,11613,12830,8792,11166,3735,19135,17798,21845,38907,32472,31978,30067,20275,False,False,NULL,7,8,NULL,0,0,200,16,38,NULL,0,NULL,NULL
BOTTOM,2022/01/09 22:46:31,Garen,Graves,Katarina,Vayne,Morgana,Nautilus,Diana,Yone,Ezreal,Karma,2804,True,6,8,12,205,21725,19775,16237,16266,12021,34204,18479,28229,24014,24849,47250,32453,32586,25976,21303,False,False,NULL,17,38,NULL,6,0,200,42,31,NULL,5,NULL,NULL
BOTTOM,2022/01/09 21:50:16,Ornn,Graves,Anivia,Tristana,Leona,Kalista,MonkeyKing,Talon,Vayne,Lux,2405,True,13,6,8,254,14514,17030,18620,19749,11495,19620,24074,49440,24226,10732,37436,34907,36271,27604,27752,False,False,NULL,12,29,NULL,3,0,100,51,34,NULL,3,NULL,NULL
BOTTOM,2022/01/05 23:16:38,Vladimir,Vi,Katarina,Jhin,Alistar,Yone,Jax,TwistedFate,Samira,Pyke,1605,True,5,4,12,125,13051,11962,12946,9353,7582,22429,12943,21908,13612,5114,24373,18751,21709,13948,13639,False,False,NULL,10,29,NULL,7,0,200,37,26,NULL,3,NULL,NULL
BOTTOM,2022/01/05 22:35:47,Malphite,MasterYi,Vex,Tristana,Qiyana,Teemo,Warwick,Ahri,Senna,Lux,1857,False,4,4,5,215,10956,9580,12308,11524,7457,22321,5257,21866,14811,11923,23015,25588,21730,19873,22780,True,False,NULL,8,17,NULL,2,0,100,26,36,NULL,2,NULL,NULL
BOTTOM,2022/01/05 21:56:24,Kennen,Graves,AurelionSol,Vayne,Pantheon,Jax,Nunu,Neeko,Caitlyn,Lulu,1852,True,9,4,15,140,12430,18460,11012,13154,11055,29802,24407,18349,14705,11944,16866,26115,23516,19806,16720,False,True,NULL,8,16,NULL,5,0,200,46,23,NULL,3,NULL,NULL
BOTTOM,2022/01/04 23:06:55,Darius,XinZhao,Vi,Vayne,Brand,DrMundo,Talon,Irelia,Ashe,Morgana,2249,True,19,7,10,192,12980,14847,13821,20040,12023,19690,25450,24633,34688,27000,32261,59435,36118,26649,28203,False,False,NULL,13,22,NULL,3,1,200,44,47,NULL,3,NULL,NULL
BOTTOM,2022/01/04 22:31:23,Nasus,Zac,Yone,Tristana,Sett,Darius,Shaco,Pantheon,MissFortune,Maokai,1627,False,9,7,6,171,9855,9693,10661,11676,7653,16888,16596,13743,18536,13516,30509,33580,19598,18589,27186,False,True,NULL,11,25,NULL,5,0,100,26,42,NULL,1,NULL,NULL
BOTTOM,2021/12/31 00:07:28,Malphite,RekSai,Vex,Vayne,Lulu,Volibear,Graves,Leblanc,Ezreal,Orianna,1901,True,12,6,10,149,12234,14839,13033,13198,10051,19227,20070,27095,24399,10530,18957,32739,21091,25341,19912,False,False,NULL,12,32,NULL,3,0,100,44,27,NULL,4,NULL,NULL
BOTTOM,2021/12/30 23:57:54,Ekko,Yasuo,Yone,Draven,Seraphine,Vayne,Viego,Lux,Jhin,Thresh,199,False,0,0,0,10,1053,774,939,897,701,0,641,574,238,0,1850,1043,633,1019,0,False,False,NULL,1,1,NULL,0,0,200,0,1,NULL,0,NULL,NULL
BOTTOM,2021/12/30 23:03:12,Sett,Warwick,Lux,Tristana,Xerath,Kindred,JarvanIV,Talon,Ezreal,Irelia,2556,True,15,10,11,247,15908,15591,16846,22058,14828,28793,17771,28899,46962,31219,53437,52812,22030,35051,24929,False,False,NULL,16,23,NULL,4,0,100,48,47,NULL,4,NULL,NULL
BOTTOM,2021/12/27 22:30:16,Malphite,Zac,Sylas,Vayne,Yuumi,Sett,Lux,Talon,Ezreal,Teemo,1221,True,5,1,3,139,7071,7489,7263,8533,6088,9739,5325,11066,9099,3003,11111,13507,15412,9880,3165,False,False,NULL,6,13,NULL,0,0,100,18,8,NULL,2,NULL,NULL
BOTTOM,2021/12/27 21:39:08,Darius,Warwick,Yone,Ezreal,Yuumi,Sett,LeeSin,Malzahar,Lucian,Nunu,2169,False,12,4,11,299,16130,11977,13742,20848,10672,32052,24601,27407,44987,14007,52374,54776,35126,29625,17268,False,False,NULL,12,31,NULL,2,1,100,39,47,NULL,4,NULL,NULL
