individualPosition,gameStarttimeTSamp,同隊-TOP,同隊-JUNGLE,同隊-MIDDLE,同隊-BOTTOM,同隊-UTILITY,敵隊-TOP,敵隊-JUNGLE,敵隊-MIDDLE,敵隊-BOTTOM,敵隊-UTILITY,timePlayed,勝負,擊殺,死亡,助攻,CS,經濟-TOP,經濟-JUNGLE,經濟-MIDDLE,經濟-BOTTOM,經濟-UTILITY,傷害-TOP,傷害-JUNGLE,傷害-MIDDLE,傷害-BOTTOM,傷害-UTILITY,承傷-TOP,承傷-JUNGLE,承傷-MIDDLE,承傷-BOTTOM,承傷-UTILITY,firstBloodKill,firstBloodAssist,controlWardsPlaced,wardsPlaced,visionScore,visionScorePerMinute,wardsKilled,dragonkills,teamId,隊伍擊殺數,隊伍死亡數,teamRiftHeraldKills,teamDragon,teamElderDragonKills,teamBaronKills
BOTTOM,2022/05/02 00:43:49,Yone,LeeSin,Viktor,Vayne,Nami,DrMundo,Warwick,Vex,Draven,Lux,964,True,7,5,0,85,7940,7181,5869,7032,4464,10415,7782,4252,9558,3032,7701,12262,4720,9631,10646,False,False,1,5,8,0.5349861684051489,1,0,100,18,14,1,1,0,0
TOP,2022/05/02 00:04:19,Nidalee,Nasus,Yone,Kaisa,Yuumi,Teemo,Kindred,Fizz,Sivir,Senna,1926,False,4,5,7,231,14075,11822,14824,13902,8588,21555,14517,21747,15303,7762,41634,34757,27973,23344,10291,False,False,2,5,18,0.5696552147970758,3,0,200,37,36,0,2,0,0
BOTTOM,2022/05/01 23:23:35,Gangplank,JarvanIV,Pantheon,Sivir,Pyke,Yone,Annie,Malzahar,Lucian,Yuumi,1917,False,4,8,14,156,17654,14521,15369,11872,13211,24372,20913,30297,14206,8953,30936,36784,28417,19931,24114,False,False,2,9,28,0.8778141401264611,5,0,200,46,44,0,2,0,1
BOTTOM,2022/05/01 22:54:25,Teemo,Pantheon,Leblanc,Tristana,Pyke,Renekton,Jhin,Anivia,MissFortune,Lux,1386,False,5,7,4,157,7642,9158,6697,10016,8184,16292,10924,11757,11970,7704,16292,26467,19012,19189,19334,False,True,1,5,11,0.48312557019494784,3,0,100,23,48,0,0,0,0
BOTTOM,2022/04/24 23:51:22,Darius,Nocturne,Lux,Vayne,Shaco,Teemo,Diana,Leblanc,Kalista,Leona,1223,True,6,1,5,118,6619,7023,8901,8748,7548,5270,2616,11515,9684,12595,9270,15926,5250,6684,7374,False,False,0,3,6,0.33275739267820353,2,0,200,22,8,1,2,0,0
JUNGLE,2022/04/24 23:30:59,Irelia,MasterYi,Malphite,Twitch,MissFortune,Gangplank,Nocturne,Nunu,Jinx,Zilean,925,False,0,4,0,49,4300,6272,5515,3180,3914,4738,9006,7299,316,5906,8812,14250,9273,5252,5734,False,False,0,3,4,0.2687646888927054,1,0,200,11,21,0,0,0,0
BOTTOM,2022/04/24 23:05:15,Akali,Graves,Lux,Twitch,Yuumi,Lillia,Shaco,Vex,Samira,Zilean,1093,True,12,0,3,117,7111,9091,8749,10850,6195,5738,8034,8982,11449,3415,8736,11001,5315,9332,2530,True,False,0,4,7,0.4360218171960981,2,0,100,27,7,1,2,0,0
BOTTOM,2022/04/18 06:04:50,Teemo,Nidalee,Yasuo,Tristana,Lux,Garen,LeeSin,Fizz,Zeri,Karma,1747,False,2,5,3,189,7827,10066,8908,9133,5667,12144,15882,12575,11019,8616,16893,25067,24596,20118,13148,False,False,1,9,22,0.7892286544019236,4,0,100,14,39,0,0,0,0
BOTTOM,2022/04/18 05:33:24,Aatrox,Trundle,Ahri,Tristana,Karma,Vayne,Evelynn,Yasuo,MissFortune,Yuumi,1537,True,10,2,3,154,9291,14413,8218,12241,6833,7163,14808,14628,18178,6477,18837,30369,17817,11627,11028,False,False,3,9,26,1.033107349127411,5,2,200,29,20,1,2,0,0
BOTTOM,2022/04/15 00:10:08,Sett,LeeSin,Ahri,Vayne,Karma,TahmKench,Nunu,Ryze,Ezreal,Malphite,1624,True,12,1,8,157,14588,13024,10102,13710,8445,18504,19831,17500,24849,13179,18519,31516,16506,13824,16097,False,False,2,8,19,0.7116292740371071,6,0,200,38,19,1,4,0,1
BOTTOM,2022/04/13 23:55:02,Volibear,LeeSin,Malzahar,Jhin,MissFortune,Kled,Diana,Irelia,Ezreal,Xerath,1485,True,4,2,6,150,6809,16000,13460,9448,6942,11777,35739,18834,7191,10141,18684,29131,9361,10222,10597,False,False,0,4,9,0.38670127757242684,2,0,200,41,17,2,3,0,0
BOTTOM,2022/04/13 23:13:11,Pantheon,XinZhao,Irelia,Twitch,Senna,Mordekaiser,Graves,Sylas,Ashe,Pyke,2066,True,4,7,10,147,12749,16086,16942,11959,11389,20966,19947,32358,16075,15072,27276,37635,37131,19773,18832,False,False,2,11,34,0.9916123089297088,1,0,200,37,37,1,4,0,1
BOTTOM,2022/04/10 00:07:50,Sejuani,Lillia,Kaisa,Zeri,Yuumi,TahmKench,Hecarim,Pyke,Caitlyn,Ashe,1579,True,4,7,10,115,15029,12987,13481,9633,7823,33885,20362,24880,9639,8801,35028,28162,19702,20182,7145,False,False,2,10,24,0.9383737314594023,5,0,200,40,23,2,1,0,1
BOTTOM,2022/04/09 23:34:38,Camille,Graves,Nunu,Jhin,Nautilus,Darius,Zac,Samira,Diana,Lux,1530,True,12,4,11,172,12275,16392,10992,12476,7306,26773,33763,16564,17206,6056,27258,19402,20403,17384,10393,False,True,1,6,9,0.3699190771921332,0,0,200,56,23,2,3,0,1
BOTTOM,2022/04/09 23:02:43,Darius,Graves,Malphite,Twitch,Morgana,Jayce,Warwick,Sylas,Samira,Leona,1399,False,6,5,5,114,6087,7829,6265,8388,6680,5006,8552,11140,9605,9411,11222,13188,7818,11220,9043,False,False,3,9,10,0.44414504113798703,1,0,100,17,22,0,0,0,0
MIDDLE,2022/04/07 00:23:49,Vayne,Talon,Veigar,MissFortune,Yuumi,Garen,Trundle,Vex,Caitlyn,Senna,1406,False,2,6,1,125,6357,8319,6247,8018,5757,6663,8625,9461,13611,4366,9992,20290,14505,15766,7864,False,False,3,12,22,0.9460519292717918,0,0,200,11,26,0,1,0,0
MIDDLE,2022/04/06 23:51:41,Corki,Ekko,Veigar,Lucian,MissFortune,Singed,Diana,Fizz,Jinx,Yuumi,1422,True,2,5,6,135,10994,12016,7770,11169,7912,15010,13880,12007,10764,9472,8592,22433,10635,9339,13949,False,False,3,12,24,1.0248572349857343,0,0,100,27,18,2,3,0,0
BOTTOM,2022/04/06 23:06:23,Jax,MonkeyKing,Yone,Vayne,Lux,Jayce,Poppy,Corki,Jhin,Morgana,1842,False,1,8,7,137,13009,14887,10245,9200,8158,15517,19222,11457,6006,12735,30287,29713,20847,21617,11522,False,False,3,12,30,0.9823400862073879,7,0,100,26,29,2,1,0,0
BOTTOM,2022/04/04 00:10:38,Rengar,Lillia,Yasuo,Twitch,Velkoz,Gnar,Kindred,Neeko,MissFortune,Ashe,2203,True,15,8,11,206,16220,17370,13724,17510,11491,28606,22738,17717,27123,19870,27540,44680,29345,28907,10682,True,False,1,10,14,0.40166986149917283,2,0,200,49,38,0,3,0,1
MIDDLE,2022/04/03 23:45:10,Fiora,LeeSin,Veigar,Vayne,Pantheon,Volibear,Rengar,TwistedFate,Jinx,Leona,1120,False,3,8,3,63,4211,5166,4968,6479,5617,6695,4169,6609,5676,6722,19784,14706,14571,14423,16368,False,True,1,5,9,0.48351854428290264,0,0,200,11,55,0,0,0,0
MIDDLE,2022/04/02 23:57:26,Vayne,Zac,Veigar,Kaisa,Senna,XinZhao,Viego,Ahri,Lucian,Pyke,2125,False,7,9,6,236,17571,11316,13782,18120,12667,27004,13030,26828,40108,22043,27714,46628,27543,29209,28898,False,False,3,11,26,0.7565035945950698,5,0,100,47,48,0,1,0,0
BOTTOM,2022/04/02 23:13:28,Nasus,Shyvana,Leblanc,Samira,Nautilus,TahmKench,Nocturne,Vex,MissFortune,Heimerdinger,1974,False,2,7,11,231,13381,14154,10791,13115,6723,25036,21939,16925,15634,4831,38789,42542,22651,28633,25419,False,False,0,9,23,0.702953604892738,5,0,100,25,40,1,3,0,0
BOTTOM,2022/04/02 22:33:36,Teemo,LeeSin,Katarina,Vayne,Morgana,Sett,Khazix,Sylas,Samira,Pantheon,2066,True,16,10,5,186,18083,13612,15588,16682,11172,34198,16493,27952,27720,13664,25149,33224,29502,25171,22600,True,False,2,12,27,0.8003761070223909,4,1,100,47,33,2,4,0,1
MIDDLE,2022/03/31 01:27:59,MonkeyKing,Graves,Veigar,Kaisa,Thresh,Darius,Diana,Fizz,Lux,MissFortune,1609,False,1,8,3,128,9494,8902,7436,13778,6087,14906,11778,8622,24641,4393,24182,29409,22032,20895,17439,False,False,2,10,20,0.7516590181848395,2,0,200,22,44,0,1,0,0
MIDDLE,2022/03/31 00:48:46,Malphite,Udyr,Veigar,Jinx,Lux,Illaoi,Warwick,Leblanc,MissFortune,Thresh,2000,True,12,11,5,147,15231,11748,14040,13171,12684,30927,15631,29154,21950,22634,21961,34989,25306,24984,17146,False,False,4,16,26,0.7965685522138619,2,0,100,47,39,1,2,0,1
MIDDLE,2022/03/31 00:14:14,Rengar,MasterYi,Veigar,Tristana,Shaco,Sett,Nocturne,XinZhao,Aphelios,Taric,1672,True,7,9,13,113,9893,11222,10167,16088,10112,14476,8205,21934,26959,26003,21073,20784,18444,14420,12312,False,False,2,12,19,0.6847507435926645,0,0,100,34,25,1,4,0,0
MIDDLE,2022/03/30 23:35:08,Fiora,Twitch,Veigar,Samira,Renata,Nasus,Yone,Ahri,Ezreal,Brand,1832,True,17,3,9,184,12204,17853,14484,11354,9250,21064,28503,34980,15195,10425,32317,24571,22428,22607,20198,False,True,2,10,23,0.7663131223654986,1,0,100,51,23,0,2,0,1
BOTTOM,2022/03/30 23:01:07,Riven,Ahri,Nidalee,Lucian,Xerath,Vayne,MonkeyKing,Vex,Zeri,Nautilus,1677,False,3,9,10,172,11388,9958,10629,9781,7900,13170,19418,12623,12902,15204,24365,21132,27549,19389,12339,False,False,2,9,23,0.8428695464810549,2,0,100,22,34,0,1,0,0
BOTTOM,2022/03/30 22:25:23,Volibear,Nocturne,Zyra,Vayne,Amumu,Riven,Diana,Talon,Zeri,Azir,1714,False,3,8,4,185,9869,9837,8633,9802,8099,12741,9680,18891,9741,8537,19408,24411,11226,21915,18974,False,True,1,7,12,0.43835874361415667,1,0,200,18,28,1,1,0,0
MIDDLE,2022/03/30 01:22:40,Darius,Hecarim,Veigar,Kaisa,Nami,Irelia,MasterYi,Galio,Caitlyn,Ahri,1552,True,5,2,1,175,9018,11274,9794,16967,8908,9033,13054,11740,37355,9044,21361,23116,12320,16616,8313,False,False,3,10,20,0.7817084442325651,1,0,100,37,20,0,1,0,1
BOTTOM,2022/03/30 00:40:04,Illaoi,Taliyah,Xerath,Vayne,Nami,Trundle,Poppy,Irelia,Ezreal,Janna,1871,False,10,11,10,160,12554,11503,14084,12679,8845,22379,14373,29456,21188,12559,27647,31797,20389,31660,22665,False,False,1,8,26,0.8515377520615681,2,1,200,36,42,0,3,0,1
BOTTOM,2022/03/29 23:52:46,Yasuo,Amumu,Galio,Twitch,Soraka,Caitlyn,MasterYi,TwistedFate,Samira,Leona,2275,True,9,11,15,199,19042,17361,16668,16316,9908,24379,31877,44737,28505,5235,30903,33568,41762,32029,15397,False,False,2,12,37,0.9780336683594691,5,0,100,49,37,1,3,0,2
JUNGLE,2022/03/29 23:42:33,Graves,MasterYi,Xerath,Caitlyn,Lulu,Lucian,Sion,Vex,Ezreal,Alistar,196,True,0,0,0,0,831,1062,1025,1003,694,492,0,338,431,0,1214,1321,529,200,8,False,False,0,0,0,0,0,0,200,0,1,0,0,0,0
TOP,2022/03/29 23:04:20,Nasus,Shyvana,Vex,Varus,Zilean,Sett,LeeSin,Akali,Lucian,Pantheon,1800,False,4,9,2,121,8743,13532,11645,8127,7540,14876,25428,22969,9622,12341,31995,35935,19323,17288,16710,False,False,2,8,21,0.7189862070156877,0,0,200,24,38,2,0,0,0
BOTTOM,2022/03/29 22:19:22,Teemo,Amumu,Neeko,Jhin,Lux,Ornn,Evelynn,Leblanc,Tristana,Leona,2166,False,8,13,8,177,17425,9499,10935,14299,13058,38652,12285,12256,22386,25841,42422,43018,24771,26283,22877,False,True,3,11,20,0.5568769386232102,3,0,100,27,66,2,0,0,1
BOTTOM,2022/03/25 00:01:28,Jayce,LeeSin,Irelia,Vayne,Yuumi,TahmKench,Graves,Syndra,Lucian,Leona,1593,False,4,9,0,193,10528,8370,12590,10855,5730,15646,11575,17547,10183,7451,18169,27548,26453,21511,10355,True,False,1,8,16,0.6255070543223195,5,0,200,18,39,1,0,0,0
TOP,2022/03/24 23:28:10,Nasus,LeeSin,Kaisa,Varus,MissFortune,Rumble,Warwick,Irelia,Jhin,Swain,1574,False,7,8,2,119,8856,7785,7400,11896,6572,15577,10706,12292,21410,13176,30472,25625,13713,16425,17780,False,False,1,7,11,0.4572179243246294,1,0,100,27,40,0,0,0,0
BOTTOM,2022/03/24 22:49:23,Ezreal,LeeSin,Vex,Twitch,Teemo,Darius,Nocturne,Ryze,Jhin,Xerath,1967,False,10,10,8,197,10031,12060,11349,16237,11032,15718,15431,15981,20556,23001,24357,38011,19813,25853,25299,False,True,2,10,27,0.8463264108218348,6,0,100,32,51,0,0,0,1
BOTTOM,2022/03/24 22:14:47,Darius,Graves,Jayce,Jhin,Xerath,Senna,Gragas,Zed,Ezreal,Zyra,1606,True,6,2,11,191,12578,12942,11413,11082,9228,12253,17443,15039,10862,17959,18140,23470,12456,15750,9954,False,False,1,7,13,0.4921894413280463,1,0,200,35,13,1,3,0,0
BOTTOM,2022/03/24 21:46:32,Malphite,MonkeyKing,Orianna,Vayne,Morgana,Sett,RekSai,Singed,Ashe,Pyke,1157,True,12,1,7,119,5836,10279,7001,10579,8192,8879,15775,11380,14592,10532,6958,16537,7239,13839,8523,False,False,2,6,13,0.6922328678858788,1,0,100,38,6,2,2,0,0
TOP,2022/03/24 00:40:18,Nasus,Sylas,Leblanc,Yasuo,Yone,Vayne,Graves,Rammus,Jinx,Pantheon,2034,True,6,5,7,169,12404,14414,14614,15214,12979,22905,20127,29631,24583,13551,33728,40724,26005,26611,21243,False,True,3,10,26,0.7683405035034904,0,0,200,40,35,1,4,0,1
BOTTOM,2022/03/24 00:02:42,Urgot,Zac,Sylas,Twitch,Lux,Darius,Amumu,Galio,Draven,Shaco,1858,False,6,8,2,193,15380,7609,9398,12485,8922,26630,8953,11903,15117,12883,30203,35331,26557,19236,13930,False,False,2,9,18,0.6082642132369027,0,0,200,21,40,1,0,0,0
BOTTOM,2022/03/23 23:20:31,Volibear,MasterYi,Diana,Jhin,Senna,Kaisa,Kindred,Jayce,Tristana,Janna,2116,False,3,7,7,158,12551,14384,15387,11284,14762,18507,12433,28666,16629,23848,44374,34948,32100,25458,23105,False,False,3,11,32,0.907752909466272,2,0,100,38,48,2,2,0,0
BOTTOM,2022/03/19 00:05:19,Malphite,LeeSin,Katarina,Jhin,Morgana,Graves,Amumu,Talon,MissFortune,Braum,1914,False,5,7,8,162,8515,9982,13303,11101,8111,11600,17474,15123,18483,18416,24183,31717,14937,20161,21551,False,False,1,5,6,0.1984328990560654,1,0,100,22,38,0,1,0,0
BOTTOM,2022/03/18 00:13:51,Irelia,Pantheon,Sion,Twitch,Lux,Tryndamere,Ekko,Katarina,Jinx,Senna,1386,True,4,2,5,136,10071,10100,12291,8581,6334,17332,11284,21438,6641,6493,21952,17021,38948,9713,5640,False,False,2,9,26,1.1339350476768848,2,0,100,28,27,2,2,0,0
BOTTOM,2022/03/17 23:32:50,Warwick,MasterYi,Anivia,Jhin,Morgana,Ahri,Zac,Yasuo,Ezreal,Karma,2139,True,8,5,22,202,14697,16208,14689,15504,10699,24127,33426,25443,25802,14804,36708,34839,33334,21891,15416,False,False,2,10,24,0.6978421772635711,6,0,100,53,31,0,5,1,1
BOTTOM,2022/03/17 00:50:00,Urgot,LeeSin,Irelia,Twitch,Alistar,Malphite,Ekko,Ezreal,Tristana,Yuumi,2682,False,11,12,19,261,18939,15258,20225,19050,13048,43434,27489,55677,38582,15902,67299,50164,59179,40630,50513,False,False,2,6,35,0.7989684372874577,7,0,100,51,62,1,5,1,0
BOTTOM,2022/03/17 00:18:45,Ezreal,Nocturne,Irelia,Samira,Thresh,XinZhao,Rammus,Ahri,Kaisa,Shaco,1475,False,3,7,6,133,9615,8465,11217,8042,6711,17507,9983,13579,7949,10496,13343,23815,22700,18021,17075,True,False,2,7,11,0.4821990754522058,2,0,200,22,47,1,1,0,0
TOP,2022/03/13 01:06:10,Nasus,Graves,Jayce,Kaisa,Xerath,Illaoi,Talon,Fizz,Draven,Lux,1745,False,4,6,4,107,8222,12150,11100,10165,8072,12253,24009,18933,12759,16437,30742,26717,21867,26188,13612,True,False,1,9,12,0.44129752001345346,0,0,200,24,41,1,0,0,0
TOP,2022/03/13 00:09:35,Nasus,Warwick,Sona,Lucian,Sion,Tryndamere,Graves,Anivia,Caitlyn,Blitzcrank,1634,False,2,5,2,171,8739,8332,6730,9999,11494,7861,11862,6883,15133,18205,22092,37841,15714,16619,38974,False,False,1,7,14,0.5354364958315022,1,0,100,15,34,0,0,0,0
MIDDLE,2022/03/12 00:20:49,Poppy,LeeSin,Lux,Ashe,Pantheon,Katarina,Rammus,Renata,Zeri,Xerath,2049,True,3,12,10,123,16992,14649,10145,11804,12822,33500,27635,17151,20803,25764,36328,39485,23175,23829,26453,False,False,4,14,42,1.2489739035765135,4,0,100,47,40,1,3,0,1
TOP,2022/03/11 23:47:48,Nasus,RekSai,Akali,Tristana,Seraphine,Volibear,Graves,Talon,Zeri,Yuumi,1501,False,4,2,3,182,10287,7859,6980,8731,7538,14787,7120,11385,12820,8442,22319,20789,21022,11374,14828,False,False,1,7,13,0.5334553503677055,1,0,200,18,24,0,0,0,0
BOTTOM,2022/03/11 23:05:15,Poppy,Ekko,Vex,Jhin,Zyra,Riven,Warwick,Malzahar,Caitlyn,Rakan,2009,False,3,8,4,198,11354,10699,11770,10563,9855,20467,14871,25826,15044,20719,30963,32078,20448,24085,11773,False,False,2,11,21,0.6399679639684746,4,0,100,21,39,1,1,0,0
TOP,2022/03/11 22:31:24,TahmKench,XinZhao,Yone,Zeri,Yuumi,Zac,Viego,Sylas,Kaisa,Leona,1552,False,1,9,3,109,6382,13819,8928,8436,6271,8764,23839,13289,9331,10368,21946,30624,20614,17949,9378,False,False,0,7,10,0.41852097488143464,1,0,200,20,35,0,1,0,0
BOTTOM,2022/03/11 21:58:13,Darius,LeeSin,Talon,Twitch,Zilean,Akali,RekSai,Yasuo,Jhin,Pantheon,1566,False,5,7,4,139,9089,8457,7148,8892,6447,12586,4230,8810,13012,8861,20004,24408,26160,14900,15594,False,False,2,8,14,0.5480731113293856,3,0,100,17,42,0,0,0,0
MIDDLE,2022/03/08 23:51:40,Aatrox,Hecarim,Velkoz,Twitch,Yuumi,Teemo,Graves,Ziggs,Ashe,Veigar,989,True,2,1,0,86,6242,6713,4634,8321,5325,5203,1845,4675,9635,5048,10176,15872,7916,10449,2874,False,False,2,7,10,0.6335248873177226,0,0,100,16,5,1,2,0,0
BOTTOM,2022/03/08 23:28:59,Shen,Vi,Vladimir,Sivir,Xerath,Yone,Hecarim,Veigar,Jhin,Karma,1050,False,1,7,3,77,3450,4948,5846,4528,4078,3815,3599,6731,6323,5804,17595,10973,11412,11738,10797,False,False,1,4,11,0.6402081724174853,3,0,100,6,35,0,0,0,0
BOTTOM,2022/03/08 23:18:00,Kayle,Viego,Leblanc,Jhin,Lux,Akali,Udyr,Akshan,Ezreal,Pyke,201,True,0,1,1,11,1047,1056,1126,920,883,0,0,184,526,601,105,2276,1113,1334,1124,False,False,0,1,1,0.5045213204657623,0,0,100,1,3,0,0,0,0
TOP,2022/02/28 22:22:38,Vayne,Ekko,Zac,Jhin,Lux,Garen,Morgana,Jayce,Jinx,Lulu,2784,True,6,15,10,269,17316,18067,20651,21742,15970,28697,42130,37870,43046,40341,43436,61858,68289,33488,26607,False,False,2,16,47,1.030654237154555,4,0,200,63,53,1,4,0,1
TOP,2022/02/28 21:56:49,Nasus,XinZhao,Veigar,MissFortune,Maokai,Kayle,Nunu,Vex,Tristana,Teemo,933,True,6,2,3,96,7348,7613,8956,7414,4998,6138,11068,12360,4860,2301,11195,16330,4222,4179,6399,False,False,1,3,7,0.5038544648854653,1,0,200,29,10,1,1,0,0
TOP,2022/02/28 21:26:09,Nasus,Kayn,Yone,Lucian,Pantheon,Jayce,Graves,Viktor,Ezreal,Xerath,1252,False,1,9,1,78,4839,6794,7430,5798,5590,4301,7456,5403,2832,6115,24091,21223,13832,9350,11916,False,False,1,5,10,0.488872808739413,0,0,200,10,29,0,0,0,0
TOP,2022/02/28 20:47:31,Nasus,Poppy,Ahri,Jinx,Xerath,Mordekaiser,Shaco,Yasuo,Caitlyn,Zyra,1933,False,15,5,5,146,13598,9835,14024,12507,10333,27801,6627,30073,13422,18681,43767,24842,25381,20687,17793,False,False,4,12,26,0.820576400384956,3,0,100,40,31,0,1,0,1
TOP,2022/02/28 20:06:31,Nasus,MasterYi,Lux,MissFortune,Malphite,Sion,XinZhao,Akali,Ezreal,Karma,2092,True,4,3,14,164,12723,16007,13210,16039,9636,25069,31436,26929,20105,15068,40594,36769,15376,19706,20920,False,False,1,10,21,0.6028702852402433,2,0,100,34,23,2,4,0,1
TOP,2022/02/28 03:13:29,Nasus,Diana,FiddleSticks,Jhin,Lux,Riven,Gragas,Irelia,Kaisa,Morgana,1936,False,7,8,4,151,12085,9581,12524,14612,7269,19558,10663,25676,27043,7533,37447,31233,22393,18993,12873,False,False,3,11,18,0.5756606907121921,3,0,200,30,35,1,1,0,0
TOP,2022/02/28 02:42:35,Malphite,Nunu,Tristana,Aphelios,Brand,Garen,Trundle,Ahri,Jinx,Xerath,1483,False,4,5,4,148,8005,8872,4255,8319,7905,10229,10861,3218,9725,16983,16752,24593,5275,14677,13794,False,False,3,11,20,0.8214140621267599,1,0,200,16,29,0,0,0,0
TOP,2022/02/28 01:51:20,Malphite,Kayn,Vex,Kaisa,Lux,Teemo,Diana,Yasuo,Jinx,Caitlyn,2649,True,10,9,10,210,16557,20994,16441,22097,15301,20187,39229,30594,38151,19138,44570,75717,33472,39648,20943,False,False,4,5,23,0.530325154301722,5,0,200,60,41,0,3,0,1
TOP,2022/02/28 01:15:26,Malphite,Zed,Yone,Ezreal,Ashe,Sett,Sejuani,Vex,Jinx,Lulu,1740,True,5,4,11,136,10065,15535,14484,10100,8213,16588,29923,28878,18817,20563,18269,27902,24531,23726,14141,False,False,1,9,16,0.5624051448212068,3,0,100,43,26,1,4,0,0
TOP,2022/02/28 00:28:15,Nasus,XinZhao,Syndra,Draven,Veigar,Fiora,Nidalee,Fizz,KogMaw,Lulu,2352,False,4,9,11,212,13130,14354,13304,20150,8804,28323,22792,24512,33052,12981,57011,46593,21848,32549,30079,False,True,3,13,28,0.7248323042115131,4,0,200,29,41,1,3,0,1
TOP,2022/02/27 23:43:15,Nasus,Kayn,Yasuo,MasterYi,Lux,Aatrox,Teemo,Ziggs,Ezreal,Xerath,2199,True,4,2,8,228,14688,17007,18230,15043,11395,26055,28144,19295,34853,17352,46635,43486,23908,35283,24033,False,False,2,9,23,0.6301913782900966,3,0,200,40,39,1,5,1,1
TOP,2022/02/27 23:17:10,Nasus,Graves,Viktor,Jhin,Soraka,Garen,XinZhao,Sylas,Twitch,Lulu,1209,True,4,2,3,130,8374,9663,8231,8843,5818,6897,10987,10872,11239,4015,12665,17455,8479,6995,4534,False,False,4,10,14,0.7241092494528167,0,0,200,19,5,1,3,0,0
TOP,2022/02/27 02:33:30,Nasus,Kayn,Irelia,Ezreal,Pyke,Yone,Shaco,Veigar,Zeri,Lux,2008,False,7,7,6,214,12914,12561,13004,14153,10574,20898,13745,18424,26689,7669,43367,34952,32087,23736,21886,False,False,3,10,24,0.7317561422036885,0,0,200,30,40,2,2,0,0
TOP,2022/02/27 01:48:08,Teemo,Khazix,Zed,Ezreal,Blitzcrank,Sett,Riven,Akali,Twitch,Rakan,2127,True,7,8,11,191,13498,14282,15262,15064,11035,30227,16636,32326,29630,17703,26530,30798,23932,17219,16693,False,False,4,9,27,0.7826061641168169,8,0,100,42,23,1,4,0,1
TOP,2022/02/27 01:01:30,Irelia,LeeSin,Lucian,Sylas,Morgana,Yone,Graves,Kled,Ezreal,Lux,2344,False,5,12,9,209,13577,16052,16667,15812,10541,30925,30294,31411,29012,17757,45263,52594,30720,41831,28643,False,False,3,13,37,0.9479264009630823,4,1,100,44,38,0,2,0,2
TOP,2022/02/27 00:13:54,Nasus,Jax,Xerath,Jinx,Malphite,Riven,Kayn,Talon,Kaisa,Pyke,2165,False,9,8,9,210,14674,13050,11768,12520,11745,29203,21199,31133,18421,26044,42436,36984,18361,22709,22157,False,False,3,15,26,0.7446454179860411,3,0,200,26,47,1,1,0,1
TOP,2022/02/26 23:36:22,Nasus,Olaf,Viktor,Jinx,Amumu,Volibear,Maokai,Kalista,Jhin,Morgana,1761,True,4,8,11,143,10538,14338,11172,18319,8197,10392,23977,14685,44804,9601,31093,33560,21586,28699,26139,False,False,1,9,19,0.6612045493546528,1,0,200,41,36,1,4,0,0
TOP,2022/02/26 22:57:54,Irelia,Graves,Vex,Ashe,Blitzcrank,Soraka,XinZhao,Xerath,MissFortune,Thresh,1598,True,2,1,2,204,9670,14134,10326,8093,7013,7579,20526,15045,5508,5145,23939,29586,11345,13814,12667,False,False,3,11,16,0.6145868354687791,0,0,200,27,13,2,3,0,0
JUNGLE,2022/02/26 00:57:36,Tryndamere,Diana,Viktor,Draven,Blitzcrank,Nasus,LeeSin,Zed,Kaisa,Bard,1648,False,0,10,1,21,10495,6200,8238,9118,5302,23415,6698,9512,15277,7700,29476,24729,17156,17549,19607,False,False,2,7,16,0.6119456191781126,3,0,100,11,38,0,0,0,0
TOP,2022/02/26 00:27:47,Nasus,Gragas,Zed,Ezreal,Neeko,Darius,LeeSin,Katarina,Jhin,Lux,1307,True,4,1,5,116,9630,8139,9677,10519,8746,9679,5929,16042,18071,11395,19217,15643,10722,10617,11328,False,False,2,7,17,0.7999548122063042,3,0,100,36,10,2,3,0,0
TOP,2022/02/26 00:01:39,Irelia,Graves,Zed,Zeri,Thresh,Riven,Kindred,Ryze,Ezreal,Nautilus,1171,True,12,3,4,131,10753,9639,6575,10458,6120,17333,11257,5898,11351,4023,17188,12016,6871,5739,5270,False,True,1,6,11,0.6137939453461482,1,0,100,27,7,2,2,0,0
TOP,2022/02/25 23:34:01,Nasus,Nidalee,Corki,Ezreal,Thresh,Tryndamere,LeeSin,Ahri,MissFortune,Vex,1218,False,1,6,0,122,6068,6198,5879,7691,4726,7060,8559,4772,13590,3625,17280,18695,7944,10875,12857,False,False,2,8,14,0.723513589210096,0,0,200,10,28,0,1,0,0
TOP,2022/02/24 23:35:28,Nasus,RekSai,Vex,Kaisa,Swain,Sett,Shaco,Orianna,Jinx,Varus,2471,True,9,7,17,217,16608,18493,13959,18467,13984,24615,33117,27274,20898,45317,58673,47351,23188,20237,40468,False,False,2,15,43,1.0477196674201523,1,1,200,53,40,1,3,0,0
TOP,2022/02/24 22:54:06,Nasus,Zed,Akshan,Jinx,Renata,Shaco,Graves,Ahri,Ezreal,Ashe,2100,True,4,5,2,219,13701,17683,10870,17628,11999,9231,24793,18864,25584,7924,29300,31720,23131,24916,16064,False,False,3,14,24,0.6998764293736474,2,0,100,33,32,1,5,1,1
